Number,A0,A1,A2,A3
0,6740,4540,4480,831
1,6710,4540,4480,840
2,6680,4540,4494,830
3,6630,4530,4494,840
4,6680,4530,4494,840
5,6660,4520,4500,831
6,6750,4530,4500,831
7,6720,4530,4480,840
8,6790,4530,4480,840
9,6780,4510,4490,840
10,6750,4520,4480,830
11,6740,4520,4480,830
12,6740,4510,4480,840
13,6760,4520,4494,840
14,6790,4520,4480,830
15,6790,4520,4490,820
16,6800,4510,4510,820
17,6800,4510,4494,830
18,6800,4510,4494,830
19,6790,4520,4510,830
20,6800,4520,4500,820
21,6760,4530,4510,820
22,6750,4530,4490,830
23,6760,4530,4490,830
24,6750,4530,4510,830
25,6750,4530,4500,830
26,6750,4520,4500,840
27,6740,4520,4500,840
28,6750,4530,4494,840
29,6750,4540,4500,830
30,6740,4530,4500,840
31,6740,4520,4500,830
32,6740,4520,4510,830
33,6740,4510,4500,830
34,6730,4520,4490,830
35,6720,4520,4490,830
36,6710,4520,4490,830
37,6700,4520,4480,830
38,6690,4520,4480,830
39,6680,4520,4490,830
40,6710,4520,4500,830
41,6710,4510,4490,830
42,6740,4520,4500,830
43,6780,4520,4490,830
44,6810,4520,4490,830
45,6820,4510,4490,840
46,6840,4500,4480,830
47,6840,4510,4480,840
48,6860,4500,4510,830
49,6870,4510,4500,840
50,6880,4510,4500,840
51,6870,4520,4490,830
52,6870,4520,4490,830
53,6870,4520,4490,830
54,6880,4520,4480,820
55,6880,4520,4490,820
56,6880,4520,4490,830
57,6880,4520,4480,830
58,6880,4510,4480,830
59,6890,4520,4500,830
60,6830,4520,4490,820
61,6760,4530,4500,830
62,6700,4530,4500,840
63,6670,4530,4510,840
64,6650,4540,4500,830
65,6620,4540,4490,830
66,6630,4530,4490,830
67,6670,4530,4490,840
68,6740,4530,4490,840
69,6790,4530,4510,840
70,6820,4530,4510,831
71,6830,4530,4500,831
72,6840,4530,4500,840
73,6840,4520,4490,840
74,6790,4510,4490,830
75,6840,4510,4490,840
76,6890,4510,4490,840
77,6940,4510,4490,840
78,6980,4510,4500,830
79,7010,4510,4490,840
80,7020,4530,4490,840
81,7040,4530,4500,840
82,7040,4530,4490,840
83,7070,4530,4480,840
84,7060,4530,4510,830
85,7050,4530,4490,830
86,7050,4530,4480,820
87,7050,4530,4500,830
88,7050,4520,4490,840
89,7040,4530,4500,830
90,7050,4530,4494,840
91,7050,4530,4510,840
92,7050,4530,4490,830
93,7040,4530,4480,830
94,7030,4520,4480,830
95,7020,4520,4490,830
96,7020,4520,4490,830
97,7020,4520,4500,820
98,7020,4510,4510,830
99,7030,4510,4500,840
100,7060,4510,4490,830
101,6960,4500,4510,830
102,6850,4500,4500,840
103,6750,4510,4500,840
104,6680,4510,4510,830
105,6640,4510,4500,830
106,6820,4530,4490,840
107,6900,4530,4490,840
108,6940,4520,4490,840
109,6960,4510,4490,830
110,6970,4510,4510,820
111,6990,4520,4500,830
112,6990,4510,4510,840
113,7010,4500,4490,840
114,7020,4510,4510,840
115,7020,4520,4490,840
116,7020,4520,4500,830
117,7030,4520,4490,830
118,7060,4520,4480,830
119,7070,4520,4480,830
120,7050,4510,4490,820
121,7040,4520,4500,830
122,7030,4520,4490,830
123,7020,4520,4480,820
124,7010,4520,4490,830
125,7000,4510,4510,830
126,7000,4520,4500,830
127,7000,4520,4490,830
128,7020,4520,4500,840
129,7020,4520,4510,840
130,7010,4530,4500,840
131,7020,4530,4490,840
132,7020,4530,4510,840
133,7020,4530,4500,830
134,6550,4740,4500,830
135,6550,4750,4500,820
136,6550,4780,4500,831
137,6550,4810,4490,831
138,6550,4760,4490,820
139,6550,4830,4500,820
140,6550,4910,4500,820
141,6560,4950,4490,820
142,6550,4661,4480,820
143,6560,4659,4500,820
144,6560,4659,4500,830
145,6570,4659,4490,830
146,6570,4659,4480,830
147,6570,4659,4500,830
148,6570,4659,4490,840
149,6570,4659,4500,840
150,6570,4657,4490,830
151,6570,4890,4480,840
152,6570,4840,4480,840
153,6570,4810,4490,840
154,6560,4880,4490,830
155,6550,4940,4490,840
156,6550,4656,4500,840
157,6550,4655,4510,830
158,6550,4960,4500,820
159,6550,4930,4490,820
160,6550,4890,4500,820
161,6550,4870,4500,830
162,6550,4850,4500,830
163,6550,4820,4500,840
164,6560,4840,4500,840
165,6570,4850,4490,831
166,6560,4890,4500,840
167,6560,4920,4490,830
168,6550,4950,4510,830
169,6550,4950,4500,830
170,6560,4950,4490,830
171,6560,4920,4500,830
172,6560,4880,4490,830
173,6560,4880,4490,830
174,6560,4860,4510,830
175,6550,4860,4500,830
176,6550,4840,4480,830
177,6550,4830,4480,830
178,6540,4810,4490,830
179,6540,4790,4500,840
180,6540,4790,4494,830
181,6550,4780,4510,840
182,6550,4770,4500,840
183,6550,4760,4490,830
184,6550,4740,4500,830
185,6550,4740,4490,820
186,6550,4730,4490,820
187,6560,4720,4510,820
188,6560,4740,4500,820
189,6570,4780,4500,820
190,6570,4870,4490,820
191,6570,4654,4500,830
192,6560,4940,4510,830
193,6550,4920,4490,820
194,6560,4870,4490,820
195,6550,4830,4490,830
196,6550,4800,4490,830
197,6550,4770,4510,830
198,6560,4750,4500,830
199,6570,4730,4490,830
200,6570,4710,4500,830
201,6570,4700,4500,840
202,6560,4690,4500,840
203,6560,4690,4490,840
204,6560,4670,4480,840
205,6560,4660,4480,831
206,6570,4650,4480,840
207,6570,4650,4494,830
208,6580,4650,4480,830
209,6570,4670,4480,830
210,6570,4690,4480,830
211,6560,4690,4490,820
212,6560,4700,4480,820
213,6560,4700,4480,830
214,6560,4700,4480,830
215,6560,4710,4490,830
216,6570,4720,4500,830
217,6580,4760,4500,840
218,6580,4780,4500,831
219,6570,4870,4490,840
220,6570,4840,4490,831
221,6560,4890,4500,831
222,6560,4950,4490,840
223,6560,4880,4490,840
224,6560,4830,4500,840
225,6560,4800,4490,830
226,6560,4760,4480,830
227,6560,4740,4480,830
228,6560,4720,4480,830
229,6560,4700,4490,840
230,6570,4690,4490,830
231,6560,4680,4480,830
232,6560,4680,4500,830
233,6560,4660,4490,830
234,6570,4650,4480,840
235,6570,4640,4480,830
236,6570,4700,4480,840
237,6560,4920,4500,840
238,6560,4654,4510,831
239,6560,4654,4494,840
240,6560,4652,4494,840
241,6550,4890,4510,830
242,6550,4950,4510,820
243,6560,4910,4500,830
244,6550,4651,4500,830
245,6550,4651,4500,840
246,6550,4651,4500,830
247,6550,4651,4490,830
248,6550,4651,4480,830
249,6550,4651,4480,830
250,6550,4650,4480,820
251,6550,4920,4494,820
252,6560,4649,4500,820
253,6570,4647,4490,820
254,6570,4930,4480,820
255,6560,4646,4500,820
256,6560,4645,4500,830
257,6560,4880,4500,830
258,6560,4830,4500,830
259,6570,4810,4494,830
260,6580,4790,4494,820
261,6570,4770,4494,820
262,6560,4750,4510,820
263,6560,4730,4500,820
264,6560,4720,4500,820
265,6560,4710,4510,830
266,6560,4710,4500,830
267,6560,4700,4490,830
268,6570,4720,4490,830
269,6580,4730,4510,830
