Number,A0,A1,A2,A3
0,4900,1050,6390,4550
1,4940,1040,6390,4550
2,4870,1050,6390,4550
3,4910,1040,6400,4550
4,4910,1040,6390,4550
5,4890,1040,6390,4550
6,4900,1040,6390,4540
7,4900,1040,6390,4540
8,4940,1040,6390,4540
9,4940,1050,6380,4540
10,4940,1050,6380,4540
11,4900,1050,6380,4540
12,4930,1050,6370,4530
13,4910,1050,6380,4530
14,4910,1040,6380,4530
15,4910,1040,6380,4530
16,4900,1040,6370,4540
17,4890,1040,6370,4550
18,4890,1060,6370,4550
19,4870,1060,6380,4550
20,4890,1050,6390,4550
21,4900,1050,6390,4540
22,4880,1050,6390,4550
23,4880,1050,6380,4550
24,4910,1050,6380,4550
25,4870,1050,6370,4550
26,4890,1050,6370,4550
27,4920,1050,6370,4540
28,4930,1060,6370,4540
29,4890,1060,6370,4540
30,4900,1070,6370,4540
31,4900,1060,6370,4540
32,4880,1060,6370,4550
33,4900,1060,6370,4550
34,4920,1080,6370,4550
35,4940,1080,6370,4550
36,4940,1070,6370,4540
37,4900,1060,6370,4550
38,4920,1070,6370,4550
39,4900,1060,6380,4550
40,4920,1080,6380,4550
41,4900,1059,6380,4550
42,4940,1059,6390,4540
43,4880,1080,6380,4540
44,4880,1070,6390,4540
45,4880,1060,6380,4540
46,4900,1050,6390,4540
47,4900,1060,6390,4550
48,4880,1060,6390,4550
49,4900,1060,6390,4550
50,4870,1060,6380,4540
51,4910,1060,6370,4540
52,4890,1070,6370,4530
53,4940,1060,6370,4530
54,4900,1060,6370,4530
55,4880,1060,6370,4530
56,4900,1070,6370,4530
57,4890,1070,6390,4530
58,4910,1080,6380,4530
59,4880,1080,6380,4530
60,4880,1080,6380,4530
61,4900,1070,6380,4530
62,4920,1050,6380,4530
63,4890,1059,6380,4530
64,4920,1059,6380,4530
65,4890,1059,6380,4530
66,4930,1040,6380,4530
67,4950,1050,6390,4530
68,4890,1050,6370,4530
69,4890,1050,6370,4540
70,4910,1060,6380,4540
71,4950,1060,6390,4540
72,4910,1070,6390,4540
73,4960,1060,6390,4540
74,4920,1070,6390,4550
75,4920,1070,6400,4550
76,4900,1070,6390,4540
77,4890,1060,6390,4540
78,4930,1060,6390,4540
79,4890,1070,6390,4540
80,4910,1070,6390,4540
81,4930,1060,6400,4540
82,4930,1070,6386,4530
83,4950,1070,6386,4530
84,4930,1060,6386,4530
85,4890,1050,6386,4530
86,4880,1050,6386,4530
87,4920,1050,6400,4530
88,4900,1050,6400,4530
89,4940,1060,6400,4540
90,4900,1060,6390,4540
91,4880,1070,6390,4540
92,4890,1050,6390,4540
93,4900,1050,6390,4540
94,4420,1050,6400,5070
95,4430,1050,6390,5030
96,4430,1050,6390,5050
97,4440,1050,6400,5010
98,4450,1050,6390,4990
99,4440,1060,6390,5010
100,4440,1050,6390,5030
101,4430,1050,6390,5010
102,4420,1050,6400,5030
103,4420,1050,6390,4990
104,4410,1050,6390,5040
105,4430,1070,6386,5020
106,4430,1080,6386,5000
107,4420,1080,6400,5020
108,4420,1080,6400,5060
109,4420,1080,6400,5010
110,4410,1070,6390,5070
111,4400,1070,6390,5050
112,4420,1060,6400,5030
113,4400,1050,6400,5070
114,4400,1050,6400,5010
115,4410,1050,6390,5010
116,4420,1060,6390,5030
117,4420,1060,6390,5000
118,4420,1050,6390,5060
119,4420,1050,6400,5060
120,4420,1050,6400,5040
121,4420,1050,6386,5020
122,4410,1050,6386,5020
123,4420,1050,6386,5020
124,4420,1060,6386,5010
125,4420,1060,6400,5020
126,4420,1060,6380,5000
127,4420,1060,6380,5020
128,4410,1060,6380,5060
129,4410,1060,6380,5060
130,4420,1080,6390,5020
131,4420,1059,6390,5060
132,4420,1059,6390,5010
133,4410,1059,6390,5030
134,4410,1080,6390,5000
135,4410,1080,6390,5000
136,4400,1080,6390,5000
137,4400,1070,6390,5000
138,4400,1070,6390,5030
139,4400,1080,6390,5030
140,4400,1070,6400,5000
141,4410,1080,6400,5030
142,4410,1060,6390,5050
143,4420,1070,6390,5070
144,4420,1060,6390,5000
145,4410,1060,6390,5000
146,4400,1060,6390,5010
147,4400,1060,6390,5040
148,4390,1070,6390,5000
149,4410,1080,6390,5060
150,4410,1070,6390,5000
151,4410,1060,6390,5030
152,4410,1060,6400,5010
153,4400,1060,6400,5010
154,4400,1070,6400,5000
155,4400,1060,6390,5050
156,4400,1060,6380,4990
157,4410,1060,6380,5010
158,4410,1060,6390,5030
159,4400,1070,6390,5010
160,4400,1060,6390,5020
161,4400,1060,6390,5000
162,4400,1060,6380,4990
163,4410,1060,6390,5050
164,4410,1070,6390,5030
165,4410,1080,6380,5050
166,4410,1080,6370,5000
167,4410,1080,6380,5000
168,4400,1070,6380,5060
169,4400,1070,6380,5060
170,4410,1080,6380,5020
171,4420,1080,6380,5020
172,4410,1070,6390,5030
173,4400,1060,6400,5070
174,4400,1060,6400,5030
175,4400,1070,6390,5030
176,4400,1060,6390,5030
177,4400,1050,6390,5070
178,4400,1040,6390,5030
179,4400,1040,6390,5030
180,4410,1040,6390,5040
181,4420,1040,6380,5010
182,4420,1050,6390,5050
183,4420,1050,6390,5050
184,4410,1050,6390,5070
185,4400,1050,6400,5030
186,4390,1050,6400,5030
187,4390,1050,6400,5060
188,4400,1050,6400,5000
