Number,A0,A1,A2,A3
0,630,4530,4880,6380
1,660,4530,4980,6380
2,640,4530,4940,6370
3,650,4530,4860,6380
4,660,4530,4850,6390
5,640,4520,4790,6380
6,650,4520,4780,6390
7,680,4520,4770,6390
8,680,4520,4760,6400
9,650,4520,4750,6388
10,630,4530,4790,6400
11,660,4530,4800,6400
12,680,4520,4770,6400
13,650,4510,4760,6400
14,680,4510,4950,6390
15,670,4520,4940,6390
16,680,4510,4980,6390
17,660,4510,4920,6390
18,630,4510,4910,6390
19,640,4520,5160,6390
20,640,4510,5030,6380
21,650,4520,4950,6380
22,660,4510,4930,6390
23,670,4510,4870,6390
24,650,4510,4830,6390
25,640,4520,4810,6390
26,630,4520,4800,6370
27,630,4520,4780,6388
28,610,4530,4780,6370
29,640,4530,4790,6380
30,640,4530,4800,6380
31,630,4530,4840,6380
32,660,4520,4890,6390
33,640,4530,5100,6390
34,650,4530,5290,6390
35,640,4530,5170,6390
36,620,4520,5090,6390
37,620,4520,5190,6390
38,610,4520,5290,6390
39,630,4520,5370,6400
40,630,4520,5400,6390
41,640,4520,5430,6400
42,650,4520,5450,6400
43,650,4520,5430,6400
44,670,4520,5410,6400
45,650,4520,5340,6390
46,640,4520,5260,6390
47,640,4530,5210,6390
48,640,4530,5190,6390
49,630,4520,5180,6390
50,640,4510,5190,6390
51,660,4510,5190,6390
52,650,4510,5230,6390
53,640,4510,5200,6380
54,640,4520,5150,6390
55,630,4520,5090,6380
56,630,4520,5030,6370
57,640,4510,4980,6370
58,630,4510,4950,6370
59,620,4510,4930,6370
60,650,4520,4950,6370
61,630,4510,4980,6370
62,650,4520,4960,6380
63,640,4510,4940,6380
64,650,4510,4930,6370
65,630,4510,4920,6370
66,620,4510,5010,6388
67,630,4520,5140,6388
68,630,4520,5170,6380
69,640,4520,5230,6380
70,640,4520,5290,6370
71,630,4520,5320,6370
72,620,4530,5370,6380
73,620,4530,5430,6370
74,610,4530,5480,6370
75,620,4520,5480,6380
76,650,4520,5440,6390
77,630,4520,5290,6400
78,650,4520,5240,6390
79,630,4530,5160,6390
80,640,4520,5090,6390
81,640,4510,5150,6390
82,650,4520,5230,6390
83,640,4520,5300,6390
84,630,4510,5360,6380
85,630,4520,5390,6390
86,620,4520,5400,6400
87,620,4520,5390,6400
88,620,4520,5360,6388
89,610,4520,5340,6400
90,630,4520,5340,6400
91,620,4520,5340,6400
92,640,4520,5310,6390
93,630,4520,5270,6390
94,650,4510,5120,6380
95,640,4510,5020,6370
96,630,4530,4960,6380
97,630,4530,4930,6380
98,640,4530,4920,6400
99,640,4520,4980,6390
100,630,4520,5000,6370
101,620,4530,5030,6380
102,620,4520,5050,6370
103,620,4530,5070,6380
104,620,4530,5060,6400
105,620,4530,5080,6400
106,610,4530,5100,6400
107,620,4530,5180,6400
108,630,4520,5240,6388
109,630,4520,5240,6388
110,630,4520,5100,6388
111,620,4520,4990,6400
112,620,4520,5110,6400
113,620,4520,5240,6400
114,620,4520,5330,6380
115,650,4520,5390,6380
116,630,4520,5420,6390
117,620,4510,5450,6390
118,620,4520,5470,6390
119,630,4520,5470,6390
120,620,4520,5470,6380
121,630,4520,5470,6370
122,630,4520,5460,6370
123,620,4520,5460,6380
124,610,4520,5420,6380
125,610,4520,5460,6370
126,610,4520,5480,6380
127,610,4520,5500,6380
128,620,4530,5510,6380
129,620,4530,5520,6390
130,620,4530,5540,6400
131,620,4530,5500,6400
132,640,4530,5300,6388
133,630,4520,5200,6400
134,630,4520,5060,6400
135,650,4520,4970,6400
136,670,4520,5030,6400
137,670,4530,5150,6390
138,670,4530,5140,6400
139,650,4520,5240,6400
140,650,4520,5320,6380
141,640,4510,5360,6400
142,620,4520,5320,6400
143,620,4510,5410,6400
144,640,4510,5280,6388
145,630,4510,5140,6390
146,706,4520,4440,6390
147,705,4510,4450,6390
148,705,4510,4460,6390
149,704,4510,4450,6400
150,704,4510,4440,6400
151,704,4520,4450,6400
152,703,4530,4450,6400
153,703,4530,4450,6390
154,703,4530,4450,6400
155,703,4530,4460,6390
156,703,4530,4460,6390
157,703,4530,4460,6390
158,702,4520,4450,6400
159,702,4510,4450,6390
160,701,4510,4460,6380
161,701,4520,4460,6380
162,700,4530,4460,6390
163,700,4520,4460,6390
164,700,4520,4460,6390
165,700,4530,4460,6400
166,700,4530,4460,6390
167,699,4530,4460,6390
168,699,4520,4450,6390
169,699,4520,4450,6390
170,699,4520,4460,6390
171,699,4520,4460,6400
172,699,4520,4450,6388
173,699,4510,4460,6400
174,699,4520,4460,6400
175,699,4520,4460,6390
176,698,4510,4460,6380
177,698,4520,4460,6380
178,698,4530,4470,6380
179,698,4530,4470,6380
180,698,4530,4470,6380
181,698,4530,4470,6370
182,697,4530,4470,6388
183,697,4530,4470,6388
184,697,4530,4460,6388
185,697,4530,4470,6388
186,697,4530,4470,6388
187,696,4520,4460,6370
188,695,4520,4460,6370
189,695,4520,4460,6370
190,830,4510,4450,6370
191,820,4510,4460,6380
192,830,4520,4460,6380
193,820,4510,4460,6380
194,820,4510,4460,6380
195,830,4520,4450,6390
196,694,4520,4450,6390
197,694,4510,4450,6390
198,830,4510,4460,6390
199,820,4510,4460,6390
200,820,4510,4460,6390
201,820,4510,4460,6390
202,820,4520,4460,6390
203,820,4510,4450,6390
204,830,4510,4460,6390
205,830,4520,4460,6380
206,830,4520,4460,6380
207,820,4520,4460,6380
208,820,4520,4450,6390
209,810,4520,4450,6400
210,800,4530,4440,6390
211,810,4530,4450,6390
212,810,4530,4450,6400
213,800,4520,4460,6390
214,800,4510,4460,6400
215,800,4520,4460,6390
216,800,4530,4460,6390
217,800,4520,4460,6390
218,800,4520,4460,6380
219,790,4520,4460,6390
220,800,4530,4470,6390
221,790,4520,4470,6400
222,770,4510,4470,6390
223,770,4520,4460,6400
224,760,4520,4460,6390
225,760,4520,4460,6390
226,760,4530,4450,6390
227,760,4520,4450,6400
228,760,4520,4450,6400
229,760,4530,4460,6388
230,760,4530,4460,6390
231,760,4530,4470,6380
232,760,4530,4460,6380
233,740,4530,4470,6380
234,740,4520,4470,6380
235,740,4530,4470,6380
236,730,4530,4470,6380
237,720,4530,4470,6390
238,710,4530,4480,6390
239,700,4530,4470,6400
240,700,4520,4470,6400
241,700,4520,4470,6390
242,710,4530,4480,6390
243,710,4530,4470,6390
244,740,4530,4460,6388
245,760,4530,4460,6388
246,780,4530,4460,6388
247,790,4530,4460,6400
248,800,4520,4460,6390
249,800,4530,4470,6390
250,800,4530,4470,6390
251,800,4530,4470,6380
252,790,4530,4470,6370
253,790,4530,4470,6370
254,790,4530,4470,6390
255,790,4520,4470,6400
256,790,4530,4470,6400
257,760,4520,4470,6400
258,750,4520,4460,6400
259,740,4520,4460,6400
260,730,4520,4460,6400
261,730,4520,4470,6400
262,730,4520,4470,6390
263,720,4510,4470,6390
264,730,4510,4470,6390
265,740,4510,4470,6400
266,760,4510,4470,6390
267,770,4510,4470,6380
268,800,4510,4470,6370
269,820,4510,4450,6370
270,820,4520,4460,6370
271,800,4510,4460,6390
272,790,4510,4450,6390
273,790,4510,4440,6390
274,790,4510,4440,6400
275,790,4510,4450,6400
276,780,4520,4440,6400
277,770,4520,4440,6390
278,770,4530,4440,6400
279,770,4530,4450,6388
