Number,A0,A1,A2,A3
0,4690,5420,1920,3590
1,4740,5420,1930,3590
2,4710,5410,1930,3580
3,4710,5400,1920,3580
4,4710,5410,1930,3580
5,4710,5400,1930,3570
6,4690,5400,1920,3580
7,4750,5400,1930,3580
8,4720,5410,1930,3600
9,4750,5410,1920,3590
10,4750,5400,1920,3580
11,4730,5400,1940,3590
12,4720,5400,1930,3590
13,4740,5400,1930,3580
14,4720,5420,1940,3590
15,4680,5400,1920,3580
16,4710,5420,1910,3590
17,4690,5410,1910,3590
18,4710,5400,1920,3580
19,4710,5400,1940,3570
20,4750,5410,1930,3570
21,4690,5410,1950,3570
22,4710,5400,1940,3580
23,4710,5400,1950,3600
24,4750,5390,1940,3600
25,4720,5390,1940,3590
26,4720,5400,1940,3580
27,4750,5400,1940,3600
28,4690,5410,1920,3590
29,4690,5420,1930,3580
30,4720,5420,1930,3580
31,4750,5420,1930,3580
32,4750,5410,1920,3580
33,4760,5410,1940,3580
34,4740,5410,1950,3570
35,4750,5420,1950,3580
36,4690,5410,1950,3580
37,4730,5410,1950,3580
38,4750,5420,1930,3590
39,4710,5420,1920,3586
40,4690,5430,1950,3600
41,4750,5410,1931,3590
42,4750,5420,1950,3590
43,4750,5430,1950,3590
44,4690,5420,1940,3580
45,4750,5420,1940,3580
46,4690,5420,1940,3580
47,4700,5410,1930,3580
48,4690,5390,1920,3580
49,4690,5390,1920,3580
50,4760,5400,1910,3580
51,4690,5400,1920,3590
52,4740,5400,1930,3590
53,4730,5400,1930,3580
54,4690,5390,1920,3590
55,4690,5400,1930,3590
56,4750,5400,1920,3590
57,4690,5400,1930,3580
58,4730,5410,1920,3580
59,4710,5410,1910,3590
60,4690,5410,1910,3590
61,4750,5410,1920,3600
62,4710,5400,1940,3600
63,4700,5390,1940,3600
64,4730,5410,1930,3600
65,4730,5420,1920,3586
66,4690,5420,1910,3586
67,4760,5410,1920,3600
68,4720,5410,1930,3590
69,4770,5410,1940,3600
70,4710,5410,1930,3580
71,4750,5420,1930,3590
72,4710,5400,1920,3580
73,4700,5400,1910,3600
74,4700,5390,1920,3590
75,4740,5400,1930,3590
76,4680,5410,1920,3590
77,4730,5410,1920,3590
78,4710,5410,1950,3600
79,4730,5410,1950,3600
80,4750,5420,1950,3600
81,4730,5430,1931,3590
82,4710,5430,1950,3580
83,4710,5410,1931,3590
84,4750,5400,1950,3600
85,4690,5410,1940,3590
86,4740,5420,1930,3590
87,4710,5420,1930,3590
88,4750,5410,1940,3590
89,4750,5410,1931,3580
90,4230,5950,1950,3580
91,4230,5880,1940,3590
92,4230,5890,1930,3580
93,4230,5860,1930,3590
94,4240,5860,1950,3600
95,4230,5920,1950,3590
96,4230,5920,1940,3580
97,4230,5880,1930,3580
98,4240,5870,1940,3590
99,4250,5930,1940,3590
100,4240,5890,1950,3580
101,4240,5890,1940,3580
102,4230,5920,1940,3580
103,4230,5860,1940,3590
104,4240,5890,1940,3590
105,4240,5930,1940,3590
106,4240,5940,1940,3580
107,4240,5880,1920,3590
108,4230,5880,1920,3580
109,4240,5950,1920,3580
110,4240,5940,1930,3580
111,4240,5870,1930,3570
112,4230,5910,1940,3586
113,4230,5930,1940,3586
114,4230,5890,1930,3580
115,4240,5890,1940,3580
116,4230,5900,1930,3580
117,4230,5940,1940,3590
118,4230,5890,1940,3580
119,4230,5870,1940,3580
120,4240,5910,1950,3600
121,4230,5890,1930,3600
122,4230,5920,1950,3590
123,4230,5920,1940,3600
124,4230,5860,1940,3600
125,4230,5860,1930,3586
126,4220,5860,1920,3586
127,4220,5900,1930,3600
128,4230,5910,1920,3590
129,4230,5860,1930,3580
130,4230,5880,1940,3580
131,4240,5890,1920,3580
132,4240,5870,1930,3580
133,4230,5890,1930,3590
134,4230,5920,1920,3580
135,4240,5920,1940,3570
136,4240,5920,1930,3570
137,4240,5900,1920,3570
138,4240,5930,1940,3580
139,4230,5930,1930,3580
140,4240,5920,1950,3586
141,4240,5920,1930,3570
142,4250,5850,1930,3570
143,4240,5920,1940,3570
144,4230,5870,1930,3570
145,4230,5930,1920,3590
146,4230,5870,1920,3600
147,4230,5890,1930,3580
148,4240,5880,1940,3580
149,4240,5900,1950,3580
150,4240,5880,1950,3580
151,4230,5910,1950,3590
152,4230,5910,1950,3600
153,4220,5890,1950,3600
154,4220,5900,1920,3590
155,4230,5920,1920,3590
156,4240,5890,1920,3586
157,4230,5920,1920,3586
158,4230,5890,1920,3586
159,4230,5860,1920,3600
160,4230,5930,1920,3590
161,4240,5880,1910,3600
162,4240,5860,1930,3590
163,4240,5860,1910,3590
164,4240,5930,1910,3590
165,4250,5880,1920,3590
166,4240,5910,1930,3580
167,4240,5870,1940,3580
168,4230,5910,1950,3580
169,4230,5850,1950,3580
170,4230,5850,1950,3600
171,4230,5870,1940,3590
172,4240,5920,1930,3580
173,4240,5850,1920,3580
174,4240,5920,1910,3600
175,4240,5860,1920,3600
176,4240,5910,1930,3600
177,4240,5910,1930,3580
178,4230,5910,1930,3580
179,4220,5870,1920,3580
180,4220,5920,1930,3590
181,4230,5900,1940,3580
