Number,A0,A1,A2,A3
0,4870,2856,4660,2670
1,4870,2855,4660,2670
2,4860,3180,4660,2670
3,4860,2853,4660,2680
4,4870,2853,4670,2680
5,4870,2853,4670,2670
6,4870,2852,4660,2660
7,4860,3210,4660,2660
8,4860,3110,4660,2660
9,4860,3020,4650,2650
10,4870,2990,4650,2650
11,4870,2940,4650,2650
12,4870,3060,4650,2650
13,4870,3190,4650,2650
14,4870,2851,4650,2650
15,4870,3160,4650,2650
16,4870,3190,4650,2670
17,4870,3160,4650,2670
18,4880,3190,4650,2660
19,4880,3190,4650,2660
20,4880,3180,4660,2650
21,4880,3130,4650,2650
22,4880,3110,4650,2670
23,4880,3090,4660,2650
24,4880,3070,4650,2650
25,4880,3050,4650,2650
26,4880,3010,4650,2650
27,4880,3010,4650,2660
28,4880,2980,4650,2650
29,4880,3090,4660,2660
30,4880,3020,4660,2660
31,4880,2990,4660,2660
32,4880,3000,4670,2650
33,4880,3030,4660,2650
34,4880,3080,4660,2650
35,4870,3120,4660,2660
36,4870,3090,4660,2660
37,4870,3060,4660,2650
38,4860,3050,4660,2670
39,4870,3020,4660,2660
40,4870,2990,4670,2660
41,4880,2970,4658,2660
42,4880,2950,4658,2660
43,4880,2920,4670,2660
44,4870,2940,4660,2670
45,4860,3010,4650,2670
46,4860,3080,4650,2670
47,4860,3120,4658,2660
48,4870,3140,4658,2660
49,4880,3140,4650,2660
50,4880,3150,4650,2650
51,4880,3140,4658,2670
52,4873,3130,4658,2660
53,4880,3090,4658,2650
54,4880,3050,4650,2650
55,4880,3000,4650,2650
56,4880,3000,4650,2650
57,4880,2990,4660,2650
58,4880,2960,4670,2660
59,4880,2950,4670,2670
60,4880,2950,4670,2660
61,4880,2950,4670,2660
62,4880,2970,4670,2670
63,4880,3080,4670,2660
64,4870,3160,4670,2660
65,4870,2849,4670,2670
66,4870,3190,4660,2660
67,4870,3110,4660,2660
68,4870,3030,4660,2660
69,4870,2980,4660,2670
70,4880,2950,4660,2670
71,4870,2930,4660,2660
72,4860,2930,4660,2660
73,4870,2920,4660,2650
74,4870,2910,4650,2650
75,4870,2920,4658,2670
76,4870,3050,4650,2670
77,4870,3130,4650,2670
78,4870,2847,4650,2670
79,4870,2847,4650,2670
80,4870,2847,4650,2670
81,4870,2847,4660,2670
82,4870,2847,4660,2660
83,4870,2847,4660,2670
84,4870,2847,4670,2660
85,4880,3170,4660,2660
86,4880,3100,4660,2660
87,4880,3060,4660,2660
88,4880,3010,4670,2660
89,4880,2990,4660,2660
90,4880,2960,4660,2660
91,4880,2960,4650,2660
92,4880,3030,4660,2650
93,4880,3000,4650,2650
94,4880,2990,4670,2650
95,4870,2990,4660,2670
96,4870,2970,4660,2660
97,4870,2950,4660,2660
