Number,A0,A1,A2,A3
0,4070,6180,1260,4120
1,4070,6180,1270,4120
2,4070,6160,1260,4110
3,4070,6220,1270,4110
4,4070,6170,1270,4110
5,4070,6200,1270,4120
6,4070,6150,1270,4120
7,4070,6160,1270,4120
8,4070,6220,1260,4110
9,4070,6200,1260,4110
10,4070,6160,1260,4110
11,4070,6200,1260,4110
12,4070,6230,1260,4110
13,4060,6180,1260,4110
14,4070,6180,1270,4110
15,4070,6200,1262,4110
16,4070,6180,1270,4110
17,4070,6230,1260,4120
18,4070,6200,1260,4120
19,4070,6170,1270,4120
20,4070,6220,1270,4120
21,4060,6220,1260,4120
22,4060,6220,1260,4120
23,4060,6150,1270,4120
24,4060,6190,1270,4120
25,4070,6160,1262,4120
26,4070,6210,1270,4130
27,4060,6180,1270,4120
28,4060,6210,1270,4120
29,4060,6190,1270,4120
30,4060,6160,1260,4120
31,4060,6170,1260,4120
32,4070,6190,1270,4120
33,4070,6190,1270,4120
34,4070,6170,1270,4120
35,4070,6170,1270,4120
36,4070,6170,1270,4120
37,4070,6170,1270,4120
38,4070,6240,1270,4110
39,4070,6220,1260,4110
40,4070,6180,1260,4110
41,4070,6230,1260,4110
42,4070,6190,1260,4110
43,4070,6190,1260,4110
44,4064,6190,1260,4110
45,4064,6170,1270,4110
46,4064,6160,1270,4120
47,4070,6150,1262,4120
48,4070,6170,1262,4120
49,4070,6150,1262,4110
50,4070,6200,1262,4110
51,4070,6180,1262,4110
52,4070,6200,1262,4120
53,4070,6160,1262,4120
54,4070,6160,1262,4120
55,4070,6190,1262,4120
56,4070,6170,1262,4120
57,4070,6190,1262,4110
58,4070,6190,1262,4110
59,4070,6170,1260,4110
60,4070,6170,1270,4110
61,4070,6190,1270,4110
62,4070,6160,1262,4110
63,4070,6180,1270,4110
64,4070,6200,1260,4110
65,4070,6160,1260,4120
66,4070,6160,1260,4120
67,4070,6180,1260,4120
68,4070,6240,1250,4120
69,4070,6240,1260,4120
70,4070,6210,1260,4120
71,4060,6180,1260,4120
72,4064,6180,1270,4120
73,4060,6170,1270,4120
74,4060,6160,1260,4120
75,4060,6220,1260,4120
76,4060,6200,1260,4120
77,4060,6230,1260,4130
