Number,A0,A1,A2,A3
0,2890,3020,4230,4330
1,2890,3030,4240,4330
2,2890,3030,4240,4330
3,2880,3000,4230,4330
4,2880,2990,4240,4330
5,2880,2980,4240,4330
6,2880,3060,4250,4330
7,2870,3060,4240,4320
8,2880,3080,4240,4320
9,2880,3060,4250,4320
10,2870,3090,4250,4320
11,2870,3090,4240,4320
12,2880,3090,4230,4310
13,2880,3090,4240,4310
14,2880,3070,4230,4310
15,2890,3070,4230,4310
16,2890,3070,4240,4320
17,2890,3060,4240,4320
18,2879,3050,4230,4320
19,2890,3070,4230,4320
20,2890,3080,4230,4320
21,2880,3070,4240,4320
22,2880,3070,4240,4320
23,2880,3080,4240,4320
24,2880,3080,4250,4320
25,2880,3080,4250,4310
26,2880,3070,4250,4300
27,2880,3060,4240,4300
28,2880,3060,4250,4310
29,2880,3060,4240,4310
30,2890,3060,4240,4310
31,2890,3070,4240,4320
32,2880,3070,4240,4320
33,2890,3080,4250,4320
34,2890,3100,4240,4320
35,2890,3110,4250,4320
36,2890,3100,4240,4320
37,2890,3100,4240,4310
38,2880,3110,4250,4300
39,2880,3120,4260,4300
40,2880,3110,4250,4310
41,2890,3110,4250,4310
42,2880,3080,4240,4320
43,2880,3070,4250,4330
44,2880,3070,4250,4330
45,2880,3080,4250,4330
46,2880,3120,4240,4330
47,2870,3090,4240,4330
48,2870,3060,4250,4330
49,2870,3070,4240,4320
50,2870,3090,4250,4320
51,2870,3080,4250,4320
52,2879,3060,4250,4320
53,2870,3080,4250,4320
54,2870,3060,4250,4320
55,2870,3050,4260,4320
56,2870,3030,4260,4320
57,2880,3050,4250,4320
58,2870,3050,4250,4320
59,2880,3050,4240,4320
60,2880,3070,4240,4320
61,2890,3080,4240,4320
62,2890,3080,4240,4310
63,2880,3080,4240,4320
64,2890,3080,4240,4320
65,2880,3100,4250,4310
66,2890,3110,4240,4310
67,2890,3130,4240,4310
68,2890,3120,4250,4310
69,2890,3090,4240,4320
70,2879,3060,4240,4320
71,2879,3060,4240,4320
72,2890,3060,4240,4320
73,2880,3070,4230,4320
74,2880,3060,4240,4320
75,2880,3060,4250,4310
76,2880,3050,4240,4300
77,2880,3050,4250,4290
78,2880,3050,4240,4290
79,2880,3050,4240,4300
80,2880,3050,4250,4300
81,2890,3050,4260,4300
82,2880,3060,4244,4300
83,2880,3070,4244,4310
84,2880,3030,4244,4310
85,2890,3050,4260,4310
86,2880,3050,4250,4320
