Number,A0,A1,A2,A3
0,1730,3510,4770,5710
1,1750,3510,4770,5710
2,1750,3510,4770,5720
3,1740,3510,4770,5730
4,1750,3510,4760,5721
5,1770,3520,4760,5721
6,1810,3520,4760,5721
7,1800,3520,4750,5730
8,1760,3530,4750,5730
9,1730,3530,4760,5730
10,1730,3540,4760,5730
11,1780,3540,4760,5730
12,1830,3540,4760,5720
13,1850,3520,4760,5720
14,1870,3520,4750,5720
15,1860,3530,4750,5730
16,1860,3530,4750,5730
17,1860,3520,4750,5730
18,1870,3520,4750,5720
19,1870,3520,4761,5720
20,1870,3520,4750,5720
21,1860,3510,4760,5730
22,1860,3510,4760,5730
23,1830,3520,4760,5730
24,1810,3520,4760,5730
25,1810,3520,4760,5720
26,1780,3520,4760,5720
27,1870,3510,4760,5720
28,1618,3510,4760,5730
29,1617,3510,4760,5720
30,1616,3510,4760,5720
31,1880,3520,4760,5710
32,1870,3530,4760,5710
33,1870,3530,4760,5720
34,1870,3530,4750,5710
35,1890,3530,4750,5720
36,1615,3530,4750,5720
37,1614,3530,4750,5730
38,1880,3530,4750,5730
39,1613,3530,4750,5730
40,1612,3530,4761,5721
41,1611,3540,4761,5721
42,1610,3520,4761,5730
43,1840,3520,4750,5720
44,1810,3510,4750,5720
45,1770,3520,4750,5720
46,1770,3520,4750,5720
47,1760,3520,4750,5720
48,1760,3530,4750,5720
49,1770,3520,4760,5720
50,1860,3520,4750,5720
51,1610,3520,4750,5720
52,1610,3520,4750,5720
53,1610,3520,4750,5710
54,1610,3530,4750,5710
55,1610,3520,4750,5720
56,1609,3520,4750,5720
57,1609,3520,4760,5720
58,1609,3520,4770,5720
59,1608,3520,4760,5720
60,1870,3520,4760,5720
61,1840,3520,4760,5720
62,1820,3520,4760,5720
63,1800,3520,4760,5710
64,1780,3520,4760,5720
65,1780,3520,4760,5720
66,1780,3520,4760,5730
67,1750,3520,4760,5730
68,1730,3520,4760,5730
69,1608,3520,4760,5730
70,1608,3520,4770,5730
71,1608,3520,4770,5730
72,1608,3520,4770,5730
73,1870,3520,4760,5730
74,1830,3520,4760,5730
75,1800,3510,4760,5730
76,1760,3510,4760,5730
77,1750,3520,4760,5730
78,1730,3520,4760,5730
79,1740,3510,4760,5730
80,1750,3520,4760,5730
81,1760,3520,4760,5730
82,1760,3520,4760,5720
