Number,A0,A1,A2,A3
0,5490,3215,4520,2200
1,5470,3200,4520,2200
2,5500,3230,4520,2200
3,5470,3230,4527,2210
4,5460,3230,4520,2220
5,5480,3220,4520,2210
6,5480,3220,4520,2210
7,5460,3230,4520,2210
8,5520,3230,4520,2210
9,5460,3230,4530,2210
10,5470,3230,4530,2220
11,5510,3215,4520,2210
12,5490,3220,4520,2200
13,5500,3210,4520,2200
14,5540,3210,4520,2200
15,5470,3200,4530,2200
16,5490,3210,4530,2210
17,5520,3210,4530,2230
18,5510,3210,4530,2220
19,5530,3230,4530,2210
20,5510,3215,4520,2200
21,5480,3214,4530,2210
22,5450,3214,4530,2210
23,5450,3230,4520,2220
24,5450,3210,4520,2200
25,5500,3220,4520,2200
26,5500,3230,4527,2190
27,5460,3230,4527,2190
28,5460,3220,4520,2190
29,5460,3210,4527,2200
30,5500,3220,4527,2200
31,5520,3220,4527,2200
32,5500,3210,4527,2200
33,5520,3210,4527,2200
34,5460,3220,4520,2210
35,5520,3220,4520,2210
36,5460,3230,4520,2210
37,5510,3214,4520,2220
38,5470,3214,4520,2210
39,5520,3214,4530,2210
40,5500,3214,4530,2210
41,5480,3230,4530,2210
42,5460,3214,4530,2220
43,5480,3220,4530,2220
44,5470,3210,4530,2210
45,5450,3210,4520,2200
46,5450,3210,4520,2190
47,5500,3200,4530,2190
48,5520,3220,4530,2180
49,5480,3220,4530,2180
50,5520,3210,4530,2200
51,5520,3200,4530,2200
52,5490,3210,4530,2200
53,5490,3210,4520,2200
54,5460,3210,4530,2200
55,5520,3210,4530,2190
56,5480,3200,4530,2190
57,5510,3200,4530,2180
58,5520,3210,4527,2180
59,5490,3210,4530,2180
60,4980,3220,4530,2670
61,4980,3210,4530,2710
62,4970,3200,4520,2710
63,4970,3210,4520,2690
64,4990,3220,4520,2710
65,4990,3220,4520,2700
66,4990,3220,4520,2650
67,4990,3220,4520,2690
68,5000,3220,4527,2660
69,5000,3210,4527,2670
70,5000,3210,4520,2680
71,5010,3210,4530,2690
72,5010,3210,4530,2670
73,5010,3220,4530,2730
74,5010,3210,4530,2730
75,5020,3200,4530,2740
76,5010,3200,4530,2730
77,5010,3200,4530,2730
78,5020,3200,4520,2670
79,5010,3220,4520,2670
80,5010,3220,4530,2720
81,5010,3230,4530,2660
82,5020,3230,4530,2660
83,5030,3220,4530,2680
84,5020,3230,4530,2660
85,5020,3220,4530,2720
86,5030,3210,4530,2690
87,5030,3210,4530,2690
88,5030,3210,4530,2710
89,5030,3210,4530,2690
90,5020,3210,4530,2670
91,5010,3200,4530,2710
92,5010,3210,4530,2670
93,5020,3210,4530,2680
94,5010,3220,4530,2700
95,5000,3220,4530,2660
96,5010,3220,4527,2710
97,5010,3220,4527,2650
98,5010,3210,4527,2650
99,5010,3220,4527,2700
100,5000,3210,4526,2730
101,5010,3210,4530,2700
102,5010,3220,4530,2660
103,5010,3230,4530,2680
104,5010,3230,4530,2660
105,5020,3210,4526,2660
106,5030,3214,4526,2710
107,5020,3200,4526,2700
108,5010,3200,4526,2720
109,4990,3200,4526,2690
110,4990,3210,4526,2670
111,4990,3220,4526,2650
112,5000,3230,4526,2680
113,5000,3230,4520,2690
114,5000,3230,4520,2660
115,5000,3210,4520,2680
116,4990,3200,4520,2660
117,4990,3220,4520,2660
118,4990,3210,4530,2710
119,4990,3200,4530,2690
120,5010,3200,4530,2710
