Number,A0,A1,A2,A3
0,4648,6080,1540,4000
1,4648,6070,1560,3990
2,4660,6070,1550,3990
3,4660,6070,1520,3990
4,4660,6070,1560,3990
5,4660,6080,1560,3980
6,4660,6080,1520,3990
7,4648,6080,1520,3980
8,4660,6080,1540,3980
9,4660,6080,1570,3980
10,4660,6070,1570,3980
11,4660,6070,1560,3980
12,4660,6070,1520,3990
13,4660,6070,1570,3980
14,4660,6070,1540,3980
15,4660,6070,1560,3980
16,4660,6070,1540,3980
17,4660,6080,1580,3980
18,4648,6080,1560,3980
19,4660,6074,1540,3980
20,4648,6074,1570,3960
21,4660,6074,1580,3980
22,4660,6074,1560,3980
23,4647,6080,1520,3980
24,4647,6080,1560,3980
25,4660,6080,1570,3980
26,4650,6070,1560,3980
27,4650,6070,1510,3990
28,4650,6070,1550,3990
29,4650,6070,1510,3990
30,4650,6080,1530,3980
31,4650,6074,1510,3980
32,4650,6074,1540,3990
33,4650,6074,1520,3990
34,4640,6074,1540,3990
35,4640,6080,1510,3990
36,4640,6080,1530,3990
37,4650,6070,1540,3980
38,4650,6070,1540,3980
39,4650,6070,1580,3980
40,4640,6070,1520,3980
41,4640,6070,1540,3980
42,4640,6070,1570,3960
43,4650,6070,1510,3960
44,4650,6070,1520,3980
45,4660,6070,1540,3990
46,4660,6070,1540,3990
47,4647,6070,1520,3990
48,4647,6080,1560,3990
49,4647,6080,1580,3980
50,4647,6070,1560,3980
51,4647,6070,1520,3980
52,4647,6070,1570,3960
53,4647,6070,1550,3960
54,4660,6070,1520,3980
55,4660,6070,1580,3990
56,4650,6080,1530,3990
57,4650,6080,1530,3990
58,4640,6080,1570,3990
59,4647,6080,1510,3990
60,4640,6080,1530,3980
61,4640,6080,1510,3980
62,4650,6080,1530,3990
63,4650,6080,1530,3980
64,4640,6080,1550,3980
65,4640,6080,1510,3980
66,4640,6070,1530,3980
67,4647,6080,1580,3980
68,4647,6070,1520,3980
69,4640,6070,1580,3980
70,4650,6070,1580,3990
71,4640,6070,1560,3980
72,4640,6080,1520,3960
73,4660,6080,1540,3960
74,4660,6080,1570,3980
75,4660,6080,1520,3990
76,4660,6070,1550,3980
77,4650,6074,1510,3980
78,4650,6074,1560,3980
79,4650,6074,1520,3990
80,4660,6070,1560,3990
81,4660,6070,1500,3990
82,4660,6070,1570,3980
83,4660,6070,1510,3980
84,4650,6080,1530,3980
85,4640,6080,1530,3990
86,4640,6080,1530,3990
87,4640,6070,1530,3990
88,4640,6074,1560,3990
89,4640,6074,1520,3980
90,4640,6070,1520,3980
91,4640,6070,1540,3990
92,4640,6070,1560,3990
93,4650,6070,1540,3990
94,4650,6070,1520,3980
95,4660,6070,1530,3980
96,4660,6074,1510,3980
97,4660,6070,1510,3990
98,4660,6074,1560,3990
99,4650,6080,1520,3980
100,4660,6080,1560,3980
101,4650,6070,1540,3980
102,4650,6070,1560,3980
103,4650,6070,1510,3980
104,4650,6080,1510,3980
105,4660,6070,1570,3980
106,4660,6070,1530,3990
107,4650,6074,1530,3980
108,4640,6070,1570,3980
109,4647,6070,1560,3990
110,4650,6070,1580,4000
111,4660,6070,1570,4000
112,4660,6070,1580,4000
113,4650,6070,1540,4000
114,4660,6070,1560,4000
115,4660,6070,1050,4450
116,4660,6080,1050,4470
117,4660,6080,1050,4480
118,4660,6080,1050,4450
119,4660,6080,1050,4480
120,4660,6080,1060,4460
121,4650,6074,1050,4500
122,4650,6080,1050,4480
123,4650,6080,1050,4460
124,4650,6080,1050,4460
125,4660,6080,1040,4420
126,4650,6080,1040,4420
127,4650,6080,1040,4440
128,4650,6080,1040,4440
129,4650,6080,1050,4500
130,4660,6080,1060,4480
131,4650,6080,1060,4460
132,4640,6080,1060,4450
133,4650,6080,1060,4460
134,4650,6080,1060,4440
135,4660,6080,1050,4500
136,4650,6080,1040,4510
137,4650,6080,1040,4520
138,4650,6080,1040,4490
139,4640,6080,1040,4440
140,4650,6080,1040,4460
141,4640,6080,1040,4460
142,4640,6070,1050,4440
143,4640,6080,1050,4460
144,4640,6080,1050,4440
145,4640,6080,1050,4440
146,4640,6080,1050,4500
147,4640,6070,1050,4480
148,4640,6070,1040,4460
149,4640,6080,1050,4440
150,4640,6080,1050,4480
151,4640,6080,1050,4440
152,4640,6070,1050,4480
153,4648,6070,1050,4420
154,4640,6070,1050,4440
155,4650,6070,1050,4450
156,4650,6070,1050,4510
157,4650,6080,1050,4450
158,4650,6080,1050,4520
159,4640,6070,1050,4480
160,4640,6070,1050,4470
