Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,2984.6760579236184,5134.434746680843,2609.7070593750486,5040.953002317134
2.0,2989.7308653431423,5124.174250560871,2606.2498938040453,5032.65609773598
3.0,2979.7778626280015,5113.95014669873,2600.4829458508307,5034.673953341022
4.0,2967.8247660455195,5112.261295594262,2593.5957193367435,5031.4641813938
5.0,2981.1811818985566,5111.905718197595,2591.2440938883324,5031.733491846799
6.0,2943.7284047930416,5143.367923945087,2591.671294524917,5033.037949348174
7.0,2913.8265058993475,5170.877796256433,2590.9187120537217,5032.197242936489
8.0,2885.8527270901072,5199.193049544803,2590.8594721330837,5031.410746557526
9.0,2860.3275549087566,5227.6169368622295,2592.093681817671,5031.319779522766
10.0,2836.448284462526,5251.628749530216,2593.8931226375653,5031.234678180088
11.0,2814.1087853903014,5277.31631843845,2594.9317179720833,5030.510249473015
12.0,2793.209770808276,5301.3475142792495,2595.258528304854,5029.832533018237
13.0,2773.658356026034,5320.605068574115,2594.9194506169606,5029.198516736746
14.0,2754.722830929131,5337.331237379572,2595.2470519549593,5028.605382773592
15.0,2737.0082967598937,5354.268507408764,2595.553529069598,5028.695309753548
16.0,2721.725651694833,5370.1136370262475,2595.1954293119547,5028.779438107825
17.0,2707.428454321765,5384.292234347087,2594.860420359481,5028.858141740648
18.0,2694.0531614776164,5397.556574646587,2594.547013282008,5029.576585203644
19.0,2681.540327364309,5412.544869606737,2594.25381515797,5030.893517117704
20.0,2669.8343393431232,5423.987438102898,2594.6243376303314,5031.480716563045
21.0,2659.5279855081017,5437.916246548382,2594.970968264944,5032.030052518528
22.0,2649.88620061915,5448.367645859782,2594.6504329047066,5031.899151740119
23.0,2639.57650280638,5456.855494018747,2594.3505661384665,5031.131876902179
24.0,2629.931589543691,5468.664921579798,2594.714849956817,5031.058891812003
25.0,2612.4674155605258,5488.883517022477,2594.1264127053078,5030.323500602582
26.0,2595.2899938218484,5505.372256585481,2593.008179295524,5029.035075235811
27.0,2579.6531656052075,5522.1744834254005,2592.0295071056257,5027.907451911096
28.0,2565.967893096427,5530.639452696913,2591.776214301485,5027.565376432671
29.0,2553.3457974824682,5539.29600158411,2590.9512976114356,5027.224415112545
30.0,2542.3405821871647,5545.582539718415,2591.4773855501,5027.945237464349
31.0,2529.3101279791967,5554.839185319195,2593.666829865123,5026.505251056332
32.0,2522.5111586649973,5565.426109236449,2595.7052925144612,5026.296598773136
33.0,2512.913615851833,5576.968460352039,2600.1084395122307,5028.780188666417
34.0,2501.918421256282,5584.530805979353,2602.2382814702178,5032.729314388349
35.0,2492.1597960353665,5596.910081718193,2602.282836995646,5031.675957851675
36.0,2483.2744959379884,5609.480317462621,2605.6848590470577,5037.5461036648785
37.0,2480.1150225678475,5620.538721213141,2607.1072603558764,5037.316294369287
38.0,2482.4435510174308,5609.8311866956865,2606.904292566092,5032.0916588977925
