Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,4014.560453002661,1859.7247114026236,5709.359122234302,4114.549229223927
2.0,4011.091138398507,1849.695668560648,5705.921118459786,4113.452250757303
3.0,4010.6867889645164,1839.449706134558,5709.357391682544,4111.190521928201
4.0,4015.9909534095614,1828.1454838066256,5711.951788670897,4108.428786819378
5.0,4014.571830946062,1818.0685341538108,5710.300996805566,4101.652123380952
6.0,4014.9497375881497,1831.7688850942286,5710.410268096597,4101.145313092111
7.0,4017.2869897033074,1845.4782144309058,5706.827285586283,4110.296164938121
8.0,4017.685441007933,1819.117317431012,5705.358763608961,4143.320822073275
9.0,4017.1898721287475,1788.2231069683144,5705.658037562657,4172.12337215885
10.0,4016.7262583209013,1759.3210044461518,5705.938013854732,4201.647948278712
11.0,4016.2925390633395,1732.9273701723628,5706.199936833467,4225.3998428346395
12.0,4015.8867867024373,1707.5908237471954,5706.444970608526,4248.909808059488
13.0,4015.507197884151,1685.1776471361325,5706.67420422508,4270.25899923247
14.0,4015.7969004753,1665.4993366171443,5706.243841567654,4292.81082135611
15.0,4016.067922598872,1645.8002839363119,5705.841229354698,4310.684392844436
16.0,4016.321468802214,1626.7266413579473,5705.464578191802,4331.274338464265
17.0,4016.558665961087,1610.8173408241796,5705.112214068231,4347.312538790153
18.0,4016.7805682881535,1596.578710911649,5704.782570916658,4364.895831059966
19.0,4016.9881620184888,1582.6133945038036,5704.474183652679,4380.700511297102
20.0,4017.182369792951,1568.2589530705466,5704.185681663178,4396.13089680131
21.0,4017.3640547588875,1554.1852927460632,5703.915782714588,4408.631863508269
22.0,4017.5340244064146,1540.374308304602,5703.66328725398,4420.326749180153
23.0,4017.6930341573166,1526.8090619791053,5703.427073077631,4433.201975503236
24.0,4017.841790722521,1513.4737081806397,5703.206090343383,4442.6677289612635
25.0,4017.594066384782,1500.998237836031,5702.999356904627,4451.523116552749
26.0,4017.3623156804006,1489.3272043548848,5702.805953945161,4459.807495595293
27.0,4017.1455086053443,1478.4087364318195,5703.076392221704,4466.268056080197
28.0,4017.329570419915,1468.1943075055078,5703.3293922372895,4476.180918528592
29.0,4016.414802741552,1449.6989039747505,5703.787502760677,4493.52703545343
30.0,4016.862253594997,1433.51182106386,5704.18843875605,4504.88095879115
31.0,4017.253860303037,1419.3449685420696,5704.310515027015,4516.835456054813
32.0,4016.3485416537496,1408.8390769025063,5705.020591680784,4524.6355551074275
33.0,4016.4459895290265,1394.5503661290986,5705.923054369229,4537.0826929201185
34.0,4017.0901146187293,1381.038936812137,5705.413904839389,4548.605132653636
35.0,4017.617499158537,1371.8275915962959,5705.70136704383,4559.64911608367
36.0,4017.2577798479197,1360.982314729221,5706.366810042787,4566.79816427068
37.0,4015.5592136418163,1356.0717426986992,5706.749031786571,4577.590060579694
38.0,4013.7267282488206,1345.7821818611499,5707.161388843866,4579.645122766806
39.0,4013.1764951491323,1341.0273691707841,5707.510763231838,4593.353647817279
40.0,4013.967647461935,1343.4834394350373,5704.773767941602,4604.300564069968
41.0,4013.4074576026755,1342.5717689661324,5703.420765245891,4615.643044453392
42.0,4014.422386542351,1347.2564822380077,5702.62019036499,4626.510444376544
