Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,5194.494538726531,3779.5757411638638,3749.5791082974843,2051.273070494923
2.0,5266.854283119552,3779.7181935210237,3746.36275441103,2050.845614712306
3.0,5290.499267213276,3782.3282238991483,3744.747573038448,2053.1694499004893
4.0,5272.708342178596,3783.2264002892116,3748.2830123899084,2052.0821779887956
5.0,5299.47284904749,3785.7585957133624,3750.051845730555,2051.767845843853
6.0,5317.02934639802,3787.6741295682086,3750.0448722432425,2051.530062511824
7.0,5328.3715398808,3789.177855764214,3750.0393979387695,2051.3433986089954
8.0,5343.0964778083,3791.396592284267,3750.03132064432,2051.0679774457003
9.0,5325.678650745498,3784.2830271863063,3746.6924701318685,2051.8038630609926
10.0,5315.133281339631,3777.19643960635,3747.7258020048325,2051.980651982876
11.0,5304.343609084425,3778.7523609204145,3747.8809739635967,2052.5278241914853
12.0,5285.111581307068,3781.525709472965,3748.1575598830423,2053.5031301012536
13.0,5268.564108026768,3783.91193268362,3748.3955378105243,2053.050649918303
14.0,5279.383354290272,3788.1752435285616,3748.693350572732,2054.340555755259
15.0,5291.733773488855,3789.16579643789,3749.5884877195676,2055.3828117793287
16.0,5302.03647303118,3791.192429431906,3751.3985140512586,2055.214563065481
17.0,5313.325941159176,3795.0879254719466,3751.069337262018,2053.9871795253284
18.0,5323.793605327779,3794.6328444585442,3750.7653346444877,2052.8536615461867
19.0,5304.287851055647,3792.713610228635,3750.548079878921,2052.689283665635
20.0,5315.517411529208,3792.978482028206,3750.4796032401196,2053.602678411658
21.0,5304.967057487835,3789.9693667676543,3751.1083473281133,2052.6993957015698
22.0,5294.8094456918525,3788.3678979354877,3749.2788810893194,2053.429286748542
23.0,5309.102333245743,3786.6071911907734,3751.1229076370446,2051.82265688224
24.0,5298.457838652774,3789.0693013027135,3753.2754798504534,2052.4355810033067
25.0,5272.256860755962,3816.056888932817,3750.92862833163,2052.2551141511744
26.0,5256.63577831865,3841.458926234831,3750.2239341340646,2052.7545159015917
27.0,5241.377152075951,3860.0644829749494,3749.5646796849273,2053.221715471287
28.0,5226.457610239704,3895.525140519909,3749.5927497843068,2053.0139744807566
29.0,5213.144917707245,3924.830352669591,3749.6190098814714,2052.8196289416583
30.0,5200.690647552594,3950.311476393649,3749.6435766881923,2053.2826298946875
31.0,5189.684262158772,3969.635835614331,3749.0217446011566,2053.7157758536027
32.0,5178.097955367594,3987.069316522886,3749.084823955102,2053.476177134773
33.0,5167.258750904436,4005.313104916405,3749.1438358583027,2053.8968428696
34.0,5157.118474472112,4023.6701362180333,3749.8438573500057,2053.839013117285
35.0,5147.6320581302325,4037.619405080299,3750.498740415855,2053.7849123133215
36.0,5138.757339991434,4049.3795748829425,3751.111395649805,2054.185670335664
37.0,5129.810062086995,4060.381431503934,3751.6845459660963,2054.1092165639434
38.0,5121.439717912439,4080.34609325264,3752.220738701177,2054.037692644649
39.0,5113.609105916243,4090.6408124672944,3752.0775421966664,2053.9707806935075
