Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,3629.5925768319644,4724.480764173652,2809.6846118175813,3489.6082901221916
2.0,3628.7098531235642,4713.8589701766605,2811.310228935087,3491.289130265
3.0,3624.0595920805476,4703.519801641585,2809.6073700452666,3490.7806737632313
4.0,3622.864069888274,4692.9818849103,2810.239625156648,3494.8570975327534
5.0,3623.1027349147425,4704.193368276118,2811.524015659771,3493.6942777141585
6.0,3622.3779452624817,4693.733840349203,2809.119248428471,3491.421771759058
7.0,3624.0726237945833,4683.269766379763,2806.006557798952,3495.401682041987
8.0,3622.842572248636,4656.428352575794,2807.8811694399865,3527.759064252766
9.0,3622.65927900703,4626.352366024663,2807.372980036887,3558.8546694359475
10.0,3622.487804783489,4598.215723364573,2806.8975594346616,3585.36592535702
11.0,3622.327387470307,4572.538187557499,2807.0976093674785,3610.1676964694675
12.0,3622.1773141016088,4548.516377055952,2807.284759786159,3635.949471730628
13.0,3621.392102970509,4527.3331576809305,2808.104657184486,3656.8447266047942
14.0,3620.657523408811,4507.51586346853,2808.871686391849,3679.616698260385
15.0,3620.6151253319563,4488.331602838826,2808.944441713459,3697.0514113880135
16.0,3620.5754611454927,4470.384371567125,2809.0125056648612,3717.2307968357536
17.0,3620.538354564142,4453.594404178922,2809.076180752514,3736.753800527123
18.0,3620.503640669761,4438.531893308225,2808.490935263738,3751.7938586460573
19.0,3619.82635046543,4423.795820590079,2808.58824197821,3764.5744822600914
20.0,3619.8375476429064,4410.00995152443,2808.034459499727,3781.0446954469962
21.0,3619.8480228099033,4397.113015581114,2807.51638573031,3794.5184409146405
22.0,3619.8578225227193,4384.402878331394,2807.0317181198407,3805.833750023957
23.0,3619.8669903356335,4372.512309432955,2807.2231173025725,3819.643504915549
24.0,3619.875566994482,4362.033276624822,2806.7573600719065,3831.27315706771
25.0,3619.883590617749,4352.229947270339,2806.9664502651776,3842.1529121379717
26.0,3619.8910968659825,4343.058751016459,2807.162058015148,3853.620754018441
27.0,3619.9046885305893,4327.097157353717,2806.268196774932,3866.8974245711192
28.0,3619.916583886374,4313.08607310236,2806.0662272014647,3882.8644877415413
29.0,3619.9269946413006,4298.369120330514,2806.496858428263,3894.9043361410318
30.0,3619.936106081101,4284.844103349315,2806.934068300418,3906.211100785385
31.0,3619.944080366907,4274.255128048983,2807.3167121584797,3916.7515384494127
32.0,3619.30624470925,4263.739659859865,2808.2964148304027,3923.3972170748034
33.0,3618.86764162263,4253.435602410558,2808.605170797617,3934.3033411108713
34.0,3618.5683132612085,4243.798150069395,2809.5764227663217,3947.082924397559
35.0,3620.424614507842,4232.012440212635,2809.2221404283673,3952.0753270373416
36.0,3622.6655788970975,4220.36771744887,2809.96852446215,3953.8520008263918
37.0,3621.5330478798724,4212.405577639076,2810.541783958909,3966.1775538085794
38.0,3624.1864295607775,4206.646643675213,2811.939919580009,3977.614522547165
39.0,3626.182284680402,4195.609882753873,2810.1347505003714,3966.481142497362
40.0,3622.838566400897,4188.541581833031,2809.913535986306,3977.641662302854
41.0,3622.379915966049,4198.616370541973,2807.1071702013946,3977.757750307058
