Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,1459.836132830487,4739.46799288802,3429.615024389432,5634.356452349531
2.0,1470.1021121643082,4745.851647582711,3425.778225373552,5638.635160105249
3.0,1480.1344348608782,4742.1181692439,3424.0010796370507,5643.593727575186
4.0,1491.3343689527608,4741.712392619852,3419.324895276042,5646.277369239853
5.0,1480.9072817391645,4739.509059037608,3419.6608871517924,5654.0636234220865
6.0,1490.662202687618,4749.711858815812,3420.0364887576616,5643.491428380182
7.0,1480.2460494951931,4754.905410387614,3421.2369836472553,5644.439865924502
8.0,1481.2383960845855,4749.823595357052,3424.3492384976707,5654.531738429833
9.0,1470.5896806098879,4755.132162153517,3425.663625410937,5655.558853092603
10.0,1481.1621899104553,4746.240212230615,3419.9234405959264,5652.407836655633
