Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,2939.6700209052274,2234.738060826479,5489.3838145475165,5014.426039777681
2.0,2937.048142302235,2245.9365621738098,5487.679011414616,5012.592440944915
3.0,2936.634336162999,2235.035163868923,5489.820639771328,5013.114733534589
4.0,2941.516641966371,2237.089439577743,5484.007267761491,5023.35047411401
5.0,2943.5035881820886,2248.1301605545436,5486.688652861663,5014.014994402205
6.0,2933.3151841922613,2243.117449535333,5492.559945604154,5017.608537291055
7.0,2935.838671845195,2253.337493215407,5497.144971796991,5018.930760395779
8.0,2933.0430015031397,2243.310456765588,5491.344871503634,5016.28678104052
9.0,2930.2275465423786,2232.330320084719,5489.653510246747,5012.730553504266
