Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,3619.5936992098377,5324.391246063606,1664.8020363652615,4159.533090804675
2.0,3630.0639997850194,5333.220967132059,1668.307558101623,4156.5344218920345
3.0,3634.9010864790353,5344.211953000764,1666.6133696930617,4157.900287088642
4.0,3624.584288780912,5344.855681971501,1666.8708652940645,4154.8633818173475
5.0,3625.3706478479644,5334.711420553568,1668.13802611235,4150.6576172838095
6.0,3627.60446446533,5345.068915299656,1666.020582943999,4148.7501538675815
7.0,3617.3458057136345,5339.016319416914,1672.5485799915689,4155.265202179813
8.0,3615.768181157431,5349.619640077114,1674.9369827118153,4159.112763722156
9.0,3625.987261166288,5346.740822414552,1674.9566366885429,4160.253700759647
10.0,3617.998146052387,5357.057141520366,1676.6249546250529,4160.332950024383
