Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,4009.5277510351334,6079.317594252987,1289.8552132543346,4499.494929956981
2.0,4015.43047189553,6079.9150867954195,1293.4209779002447,4488.870428905304
3.0,4014.12265047125,6076.441794454789,1282.7584572133044,4482.374657798808
4.0,4011.783781743994,6072.409207733335,1286.8778443339145,4492.562073605452
5.0,4001.0786582040855,6070.678927639599,1291.3655562533854,4488.587327623308
6.0,4005.0718670980737,6070.836202752936,1288.2488642516846,4478.549386290613
7.0,4015.3233370570024,6075.763307526635,1286.8364303441879,4486.00834958704
8.0,4013.2652822500268,6074.950933432048,1276.5004119692162,4482.281455648103
9.0,4002.764448285426,6073.399697624666,1280.8487630862328,4482.167181168463
10.0,4000.755885091313,6078.165848542829,1291.1689600995858,4486.5649646336215
11.0,4011.462119520272,6073.821535502754,1284.724680108228,4485.112459538654
