Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,4544.500966975372,6444.2655397417875,675.4142044277143,4489.4960523348545
2.0,4546.5126629680235,6454.993826651821,676.8392083246328,4491.569523435968
3.0,4551.191859998673,6465.741906693316,677.0671117434802,4490.898971676651
4.0,4554.504703134362,6471.671116156661,677.4693513051802,4480.518837561362
5.0,4553.56432592538,6461.143594215938,675.3038970483411,4488.599500986665
6.0,4555.505701977004,6471.864935379354,678.825104690773,4485.609151316233
7.0,4545.2840831081785,6473.458540831886,676.6692803335329,4480.074084251855
8.0,4545.630195245733,6464.336924893132,666.6550466571456,4481.788753896608
9.0,4544.05026123658,6474.785378494181,664.6371353898421,4482.58632185199
10.0,4549.320517681762,6463.959784199732,668.0658550352518,4483.21689980038
11.0,4550.245552984434,6453.124915329258,667.8120001051301,4484.6619747186705
12.0,4552.3207975116375,6463.329041965248,665.9583249173401,4480.937100163114
13.0,4550.451210846874,6463.410396048126,676.1722233464639,4486.7909930084115
