50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
50.0,50.0,88.0
