Number,A0,A1,A2,A3
0,3670,4240,2760,3670
1,3670,4240,2760,3680
2,3680,4240,2760,3680
3,3670,4240,2760,3680
4,3640,4240,2750,3690
5,3630,4240,2750,3680
6,3630,4250,2750,3680
7,3630,4260,2750,3680
8,3630,4260,2760,3680
9,3630,4245,2750,3670
10,3657,4260,2750,3680
11,3657,4260,2750,3690
12,3657,4260,2750,3680
13,3630,4260,2750,3680
14,3640,4260,2750,3680
15,3630,4260,2740,3690
16,3640,4260,2750,3690
17,3640,4250,2750,3690
18,3650,4250,2740,3690
19,3640,4250,2740,3690
20,3640,4250,2750,3680
21,3670,4260,2750,3690
22,3670,4250,2760,3690
23,3670,4260,2760,3680
24,3670,4250,2751,3680
25,3650,4250,2751,3680
26,3650,4240,2760,3680
27,3650,4250,2750,3680
28,3640,4250,2740,3680
29,3640,4240,2750,3680
30,3640,4250,2760,3680
31,3630,4240,2760,3680
32,3640,4240,2760,3670
33,3640,4240,2760,3670
34,3640,4240,2760,3670
35,3640,4240,2760,3670
36,3650,4250,2750,3670
37,3650,4250,2750,3680
38,3650,4240,2750,3680
39,3670,4250,2760,3680
40,3680,4250,2760,3680
41,3680,4240,2760,3690
42,3670,4240,2750,3690
43,3670,4250,2760,3680
44,3670,4250,2750,3690
45,3670,4240,2750,3690
46,3650,4230,2750,3670
47,3640,4240,2750,3680
48,3650,4240,2750,3670
49,3630,4240,2750,3680
50,3640,4240,2740,3680
51,3630,4230,2751,3690
52,3640,4230,2751,3680
53,3630,4240,2751,3680
54,3630,4250,2750,3680
55,3640,4250,2750,3690
56,3650,4240,2750,3680
57,3650,4240,2750,3680
58,3670,4240,2750,3680
59,3650,4250,2750,3680
60,3650,4260,2750,3680
61,3640,4260,2760,3680
62,3650,4260,2750,3680
63,3650,4260,2750,3690
64,3640,4260,2750,3690
65,3640,4250,2750,3690
66,3640,4240,2740,3690
67,3640,4250,2740,3690
68,3640,4240,2740,3676
69,3630,4240,2750,3690
70,3640,4230,2760,3690
71,3630,4240,2760,3680
72,3650,4250,2760,3690
73,3640,4260,2760,3680
74,3650,4245,2760,3680
75,3670,4260,2760,3690
76,3670,4260,2750,3690
77,3670,4260,2750,3690
78,3650,4260,2750,3690
79,3650,4260,2750,3690
80,3640,4260,2760,3690
81,3640,4250,2760,3690
82,3640,4240,2760,3690
83,3650,4240,2760,3690
84,3670,4240,2760,3680
85,3690,4240,2760,3670
86,3680,4250,2750,3670
87,3680,4240,2750,3676
88,3680,4250,2750,3670
89,3680,4250,2750,3680
90,3650,4250,2740,3680
91,3640,4250,2740,3670
92,3650,4260,2740,3670
93,3650,4250,2740,3680
94,3650,4240,2740,3680
95,3650,4230,2740,3680
96,3650,4250,2740,3680
97,3650,4250,2740,3690
98,3640,4240,2740,3690
99,3640,4250,2750,3690
100,3670,4240,2750,3690
101,3670,4240,2750,3690
102,3680,4240,2750,3680
103,3650,4240,2750,3680
104,3650,4240,2750,3680
105,3650,4240,2740,3680
106,3640,4250,2740,3680
107,3650,4240,2740,3680
108,3640,4230,2740,3680
109,3650,4245,2740,3680
110,3650,4245,2750,3670
111,3650,4245,2740,3680
112,3650,4230,2750,3680
113,3670,4240,2750,3680
114,3670,4240,2750,3680
115,3650,4250,2760,3680
116,3640,4250,2750,3680
117,3640,4240,2750,3680
118,3640,4230,2750,3680
119,3640,4240,2760,3680
120,3640,4240,2760,3670
121,3650,4240,2760,3680
122,3650,4240,2760,3670
123,3670,4230,2750,3670
124,3680,4230,2760,3670
125,3650,4230,2751,3676
126,3650,4240,2760,3670
127,3650,4230,2760,3670
128,3670,4230,2760,3680
129,3650,4240,2760,3676
130,3670,4240,2751,3670
131,3670,4240,2751,3670
132,3670,4240,2751,3670
133,3640,4240,2751,3680
134,3650,4240,2750,3670
135,3650,4240,2750,3670
136,3640,4240,2760,3670
137,3650,4250,2760,3670
138,3670,4250,2751,3670
139,3680,4250,2751,3670
140,3690,4250,2751,3670
141,3680,4250,2760,3680
142,3670,4240,2760,3670
143,3650,4240,2760,3670
144,3650,4250,2760,3670
145,3650,4250,2760,3670
146,3680,4230,2760,3670
147,3680,4245,2760,3670
