Number,A0,A1,A2,A3
0,4840,2217,5420,3050
1,4830,2210,5430,3050
2,4830,2217,5430,3060
3,4830,2210,5430,3060
4,4840,2210,5430,3060
5,4840,2220,5430,3070
6,4840,2210,5430,3060
7,4850,2210,5430,3060
8,4850,2220,5430,3060
9,4830,2220,5430,3070
10,4830,2210,5440,3060
11,4830,2210,5440,3050
12,4820,2210,5440,3060
13,4830,2217,5430,3060
14,4830,2210,5430,3050
15,4820,2230,5430,3050
16,4834,2230,5430,3070
17,4820,2220,5420,3070
18,4820,2220,5420,3070
19,4820,2230,5420,3060
20,4830,2220,5420,3050
21,4850,2210,5430,3050
22,4840,2220,5430,3050
23,4840,2220,5430,3060
24,4840,2220,5430,3070
25,4840,2210,5440,3060
26,4840,2210,5440,3060
27,4830,2210,5440,3060
28,4830,2210,5440,3060
29,4830,2220,5430,3060
30,4840,2210,5420,3070
31,4830,2210,5420,3060
32,4820,2210,5420,3050
33,4820,2220,5420,3050
34,4830,2220,5420,3050
35,4840,2210,5410,3060
36,4840,2210,5410,3050
37,4850,2220,5410,3050
38,4840,2230,5420,3050
39,4840,2220,5430,3050
40,4840,2210,5430,3060
41,4840,2220,5430,3060
42,4840,2210,5430,3060
43,4820,2210,5430,3060
44,4830,2210,5430,3060
45,4830,2210,5430,3060
46,4830,2210,5430,3060
47,4830,2210,5430,3060
48,4830,2220,5430,3060
49,4830,2210,5430,3070
50,4830,2210,5420,3070
51,4830,2230,5420,3070
52,4840,2230,5420,3060
53,4840,2230,5420,3060
54,4840,2230,5420,3060
55,4830,2230,5420,3060
56,4840,2230,5420,3060
57,4840,2230,5430,3070
58,4840,2230,5440,3070
59,4840,2217,5440,3070
60,4840,2217,5440,3070
61,4840,2217,5440,3070
62,4830,2230,5430,3060
63,4840,2230,5440,3070
64,4840,2230,5440,3060
65,4840,2230,5440,3060
66,4840,2230,5430,3060
67,4840,2220,5430,3050
68,4830,2210,5420,3060
69,4850,2210,5420,3050
70,4840,2210,5420,3050
71,4830,2210,5420,3050
72,4820,2210,5420,3050
73,4820,2210,5410,3050
74,4820,2220,5410,3060
75,4830,2220,5410,3060
76,4830,2220,5410,3060
77,4840,2220,5410,3060
78,4840,2220,5410,3050
79,4840,2210,5410,3050
80,4840,2220,5410,3060
81,4840,2220,5410,3060
82,4840,2210,5410,3060
83,4840,2220,5410,3060
84,4840,2210,5410,3060
85,4840,2220,5410,3060
86,4840,2220,5410,3060
87,4840,2210,5410,3060
88,4840,2210,5410,3060
89,4820,2220,5410,3060
90,4820,2220,5420,3060
91,4820,2220,5420,3060
92,4830,2230,5410,3050
93,4820,2220,5410,3060
94,4830,2220,5410,3060
95,4830,2220,5420,3060
96,4840,2210,5420,3060
97,4830,2220,5420,3060
98,4830,2220,5420,3060
99,4830,2220,5410,3050
100,4830,2220,5410,3050
101,4830,2220,5410,3060
102,4830,2220,5420,3060
103,4850,2220,5410,3050
104,4834,2220,5420,3050
105,4834,2220,5420,3050
106,4850,2230,5410,3050
