Number,A0,A1,A2,A3
0,4300,4260,2860,2860
1,4300,4260,2850,2860
2,4300,4260,2840,2860
3,4310,4260,2840,2860
4,4310,4260,2847,2860
5,4310,4260,2847,2870
6,4310,4260,2840,2870
7,4320,4250,2840,2860
8,4320,4260,2847,2860
9,4310,4260,2840,2860
10,4310,4260,2840,2860
11,4310,4260,2847,2860
12,4310,4250,2847,2860
13,4300,4260,2847,2860
14,4300,4260,2848,2870
15,4310,4260,2840,2870
16,4310,4260,2840,2870
17,4310,4250,2840,2870
18,4310,4240,2850,2870
19,4310,4240,2850,2870
20,4300,4240,2850,2860
21,4300,4240,2850,2860
22,4300,4260,2840,2860
23,4300,4260,2840,2860
24,4310,4260,2850,2860
25,4310,4260,2840,2860
26,4300,4260,2850,2860
27,4300,4260,2850,2860
28,4300,4260,2860,2860
29,4300,4250,2850,2860
30,4300,4240,2850,2860
31,4310,4250,2850,2863
32,4310,4250,2860,2860
33,4300,4250,2850,2860
34,4307,4250,2850,2863
35,4307,4250,2860,2863
36,4300,4250,2850,2863
37,4300,4250,2840,2863
38,4310,4250,2850,2863
39,4310,4250,2850,2863
40,4300,4250,2860,2863
41,4310,4240,2860,2860
42,4310,4240,2850,2860
43,4310,4250,2850,2860
44,4310,4250,2840,2860
45,4300,4240,2840,2860
46,4300,4240,2848,2860
47,4300,4250,2848,2860
48,4300,4250,2840,2870
49,4300,4250,2850,2870
50,4300,4250,2840,2870
51,4300,4250,2850,2870
52,4310,4260,2850,2870
53,4310,4260,2850,2870
54,4310,4260,2850,2870
55,4310,4260,2850,2870
56,4310,4260,2850,2870
57,4310,4250,2850,2860
58,4300,4240,2860,2870
59,4310,4240,2850,2870
60,4310,4240,2850,2870
61,4310,4250,2860,2870
62,4300,4240,2860,2860
63,4300,4240,2850,2860
64,4300,4250,2860,2863
65,4310,4250,2848,2860
66,4310,4260,2848,2860
67,4310,4260,2860,2860
68,4310,4260,2850,2870
69,4310,4250,2850,2863
70,4310,4250,2850,2870
71,4310,4250,2850,2870
72,4300,4250,2850,2870
73,4310,4260,2850,2860
74,4300,4260,2860,2860
75,4300,4250,2850,2860
76,4300,4260,2840,2870
77,4300,4260,2850,2870
78,4310,4260,2850,2870
79,4310,4260,2840,2860
80,4310,4260,2840,2870
81,4310,4250,2850,2870
82,4310,4250,2850,2870
83,4310,4250,2850,2860
84,4310,4260,2860,2860
85,4310,4260,2850,2860
86,4310,4260,2860,2860
87,4300,4260,2850,2860
88,4310,4250,2850,2860
89,4300,4240,2850,2860
90,4300,4250,2850,2860
91,4300,4250,2860,2860
92,4300,4250,2860,2860
93,4310,4250,2850,2860
94,4310,4250,2840,2860
95,4300,4250,2840,2860
96,4310,4240,2840,2860
97,4307,4250,2840,2860
98,4307,4240,2840,2860
99,4307,4240,2840,2860
100,4300,4250,2850,2860
101,4310,4240,2850,2860
102,4310,4250,2850,2860
103,4300,4250,2860,2860
104,4307,4260,2850,2860
105,4300,4250,2840,2860
106,4310,4260,2840,2860
107,4307,4260,2840,2863
108,4307,4260,2840,2860
109,4300,4250,2840,2860
110,4307,4240,2840,2860
111,4300,4250,2840,2860
112,4300,4240,2850,2870
113,4300,4250,2840,2870
114,4310,4240,2840,2870
115,4300,4240,2840,2863
116,4310,4250,2850,2870
117,4310,4260,2850,2860
118,4307,4260,2850,2870
119,4300,4250,2860,2870
120,4310,4260,2860,2870
121,4310,4260,2860,2870
122,4310,4260,2860,2870
123,4310,4260,2850,2870
124,4310,4250,2840,2870
125,4310,4250,2840,2870
126,4300,4250,2850,2860
127,4300,4250,2850,2870
128,4300,4240,2860,2863
129,4310,4250,2860,2863
130,4310,4250,2860,2870
131,4310,4250,2860,2860
132,4310,4250,2850,2860
133,4310,4250,2850,2860
134,4310,4240,2860,2870
135,4300,4250,2860,2870
136,4300,4260,2850,2860
137,4310,4250,2850,2860
138,4300,4240,2850,2860
139,4300,4250,2850,2860
140,4300,4250,2850,2860
141,4300,4250,2850,2860
142,4300,4260,2850,2860
143,4310,4250,2840,2860
144,4310,4250,2850,2860
145,4310,4250,2850,2860
146,4310,4250,2850,2860
147,4300,4240,2840,2860
148,4307,4250,2848,2860
149,4300,4260,2840,2863
150,4310,4250,2848,2863
151,4310,4240,2848,2860
152,4300,4240,2840,2860
153,4307,4240,2850,2860
154,4300,4240,2850,2860
155,4310,4240,2850,2860
156,4300,4240,2850,2860
157,4300,4250,2850,2860
158,4307,4240,2850,2860
159,4300,4250,2850,2860
160,4310,4250,2840,2860
161,4300,4250,2848,2860
162,4300,4250,2848,2860
163,4310,4240,2848,2860
164,4310,4240,2840,2860
165,4310,4250,2840,2860
166,4310,4250,2840,2860
167,4310,4260,2840,2860
168,4310,4250,2850,2860
169,4310,4250,2860,2870
170,4310,4250,2860,2860
171,4320,4260,2860,2860
172,4310,4250,2860,2860
173,4300,4250,2850,2870
174,4300,4250,2840,2870
175,4310,4240,2840,2870
176,4320,4240,2850,2870
177,4320,4240,2860,2870
178,4320,4240,2848,2870
179,4320,4240,2848,2870
180,4310,4240,2848,2870
181,4320,4250,2848,2870
182,4320,4250,2848,2870
183,4320,4250,2848,2870
184,4320,4240,2848,2870
185,4320,4240,2860,2860
186,4320,4240,2850,2860
187,4320,4250,2860,2860
188,4320,4250,2860,2860
189,4320,4240,2850,2860
190,4320,4250,2850,2860
191,4320,4250,2840,2860
192,4320,4240,2840,2860
193,4320,4240,2840,2860
194,4320,4250,2840,2860
195,4320,4250,2850,2860
