Number,A0,A1,A2,A3
0,1730,3600,4180,5370
1,1730,3580,4190,5370
2,1730,3580,4180,5370
3,1730,3590,4180,5380
4,1730,3590,4190,5380
5,1730,3600,4190,5380
6,1730,3570,4190,5380
7,1730,3580,4180,5380
8,1730,3580,4180,5380
9,1720,3590,4180,5380
10,1729,3580,4180,5380
11,1710,3600,4180,5380
12,1710,3590,4190,5390
13,1710,3610,4190,5390
14,1710,3580,4180,5390
15,1710,3590,4180,5390
16,1710,3610,4180,5380
17,1710,3610,4190,5370
18,1710,3590,4180,5380
19,1720,3580,4180,5370
20,1730,3580,4190,5370
21,1740,3580,4180,5370
22,1750,3590,4190,5370
23,1750,3580,4180,5370
24,1750,3580,4180,5370
25,1729,3580,4180,5380
26,1729,3600,4190,5380
27,1750,3590,4180,5380
28,1740,3590,4180,5380
29,1740,3600,4180,5390
30,1740,3600,4180,5380
31,1740,3600,4180,5380
32,1730,3600,4180,5380
33,1730,3600,4180,5380
34,1730,3590,4184,5380
35,1720,3600,4180,5380
36,1740,3580,4184,5380
37,1730,3580,4180,5380
38,1730,3580,4190,5380
39,1730,3580,4190,5380
40,1730,3600,4190,5380
41,1730,3580,4190,5380
42,1730,3560,4190,5370
43,1730,3560,4190,5370
44,1740,3560,4184,5370
45,1730,3560,4190,5370
46,1740,3560,4190,5379
47,1740,3560,4190,5370
48,1730,3589,4190,5380
49,1730,3589,4180,5380
50,1730,3570,4190,5380
51,1730,3570,4190,5380
52,1730,3590,4190,5380
53,1730,3580,4190,5370
54,1730,3600,4190,5379
55,1730,3610,4190,5370
56,1730,3610,4190,5370
57,1740,3590,4190,5379
58,1740,3600,4190,5379
59,1740,3580,4190,5370
60,1730,3570,4190,5370
61,1730,3560,4180,5370
62,1720,3560,4180,5370
63,1710,3580,4180,5370
64,1729,3580,4180,5370
65,1710,3570,4180,5370
66,1710,3560,4180,5370
67,1710,3560,4180,5370
68,1710,3589,4190,5370
69,1710,3580,4190,5370
70,1710,3570,4190,5370
71,1710,3590,4190,5370
72,1710,3570,4184,5370
73,1720,3570,4190,5370
74,1730,3590,4190,5370
75,1720,3580,4190,5370
76,1710,3590,4190,5370
77,1710,3590,4180,5370
78,1730,3580,4180,5370
79,1730,3570,4180,5370
80,1730,3570,4190,5380
81,1730,3570,4180,5380
82,1730,3590,4180,5390
83,1730,3580,4180,5390
84,1730,3570,4180,5379
85,1740,3590,4190,5390
86,1730,3590,4184,5380
87,1720,3580,4184,5380
88,1720,3570,4184,5380
89,1720,3560,4184,5390
90,1720,3560,4190,5390
91,1740,3570,4184,5390
92,1740,3590,4190,5380
93,1740,3590,4190,5380
94,1740,3580,4190,5380
95,1740,3570,4190,5390
96,1720,3570,4190,5390
97,1720,3570,4190,5390
98,1730,3590,4190,5380
99,1740,3580,4190,5380
100,1730,3580,4180,5380
101,1730,3580,4180,5380
102,1730,3580,4180,5370
103,1730,3570,4190,5370
104,1730,3580,4190,5370
105,1730,3590,4180,5370
106,1730,3600,4180,5380
107,1710,3590,4180,5380
108,1710,3580,4184,5390
109,1730,3580,4180,5370
110,1730,3580,4190,5370
