Number,A0,A1,A2,A3
0,2750,2850,4290,4330
1,2760,2860,4290,4330
2,2750,2860,4291,4330
3,2740,2860,4291,4330
4,2740,2860,4291,4330
5,2740,2860,4290,4330
6,2740,2850,4291,4330
7,2740,2850,4290,4330
8,2740,2840,4290,4330
9,2740,2850,4290,4330
10,2750,2850,4291,4340
11,2750,2850,4290,4340
12,2750,2840,4290,4340
13,2750,2840,4290,4340
14,2750,2850,4290,4340
15,2750,2850,4290,4340
16,2740,2840,4290,4340
17,2750,2840,4290,4340
18,2750,2860,4290,4340
19,2750,2860,4290,4330
20,2750,2860,4290,4330
21,2750,2850,4291,4340
22,2750,2850,4290,4340
23,2750,2840,4290,4340
24,2750,2850,4290,4340
25,2750,2850,4291,4340
26,2750,2860,4290,4330
27,2750,2850,4290,4340
28,2760,2850,4290,4340
29,2750,2850,4290,4340
30,2750,2860,4290,4340
31,2750,2850,4291,4340
32,2740,2850,4291,4330
33,2740,2840,4291,4340
34,2740,2850,4291,4340
35,2750,2850,4290,4340
36,2750,2850,4291,4340
37,2750,2860,4290,4340
38,2750,2860,4290,4340
39,2750,2850,4291,4340
40,2750,2850,4291,4340
41,2750,2850,4290,4340
42,2750,2840,4290,4336
43,2750,2850,4291,4330
44,2750,2860,4291,4336
45,2760,2840,4290,4336
46,2750,2840,4290,4336
47,2750,2850,4290,4330
48,2740,2850,4290,4330
49,2740,2860,4291,4330
50,2740,2860,4291,4330
51,2740,2860,4291,4336
52,2740,2860,4291,4336
53,2740,2850,4291,4336
54,2740,2840,4290,4336
55,2740,2850,4290,4336
56,2740,2850,4290,4336
57,2750,2860,4291,4336
58,2750,2850,4290,4336
59,2740,2850,4290,4330
60,2750,2860,4290,4330
61,2750,2860,4290,4330
62,2750,2860,4290,4330
63,2750,2850,4291,4330
64,2750,2850,4291,4330
65,2750,2840,4291,4330
66,2750,2840,4291,4330
67,2750,2840,4291,4330
68,2740,2850,4290,4336
69,2740,2850,4290,4330
70,2740,2850,4291,4330
71,2750,2860,4291,4330
72,2750,2860,4291,4330
73,2750,2860,4291,4330
74,2750,2860,4291,4330
75,2760,2860,4291,4330
76,2750,2850,4291,4330
77,2760,2850,4291,4336
78,2750,2860,4291,4330
79,2750,2860,4291,4330
80,2750,2860,4291,4330
81,2750,2860,4291,4330
82,2750,2860,4291,4340
83,2750,2860,4291,4340
84,2750,2850,4290,4340
85,2750,2850,4290,4340
86,2750,2850,4290,4340
87,2750,2850,4291,4340
88,2750,2860,4290,4340
89,2750,2850,4290,4340
90,2750,2850,4290,4340
91,2750,2850,4290,4340
92,2750,2860,4290,4340
93,2750,2850,4290,4340
94,2750,2850,4290,4340
95,2760,2850,4290,4340
96,2760,2850,4290,4340
97,2760,2860,4290,4340
98,2760,2850,4291,4340
99,2760,2860,4291,4340
100,2760,2860,4290,4330
101,2760,2850,4290,4340
102,2760,2850,4290,4340
103,2760,2850,4290,4340
104,2760,2850,4290,4340
105,2750,2850,4290,4340
106,2750,2850,4290,4340
107,2750,2860,4290,4340
108,2750,2850,4290,4340
109,2750,2840,4290,4340
110,2740,2850,4290,4340
111,2750,2850,4290,4336
112,2750,2850,4290,4340
113,2750,2840,4290,4340
114,2750,2840,4290,4340
115,2740,2850,4290,4340
116,2740,2850,4290,4340
117,2740,2850,4290,4340
118,2750,2860,4290,4340
119,2750,2860,4290,4340
120,2750,2850,4290,4340
121,2750,2860,4290,4340
122,2750,2850,4290,4340
123,2750,2850,4290,4330
124,2750,2850,4290,4330
125,2760,2860,4290,4330
126,2760,2850,4290,4330
127,2750,2850,4290,4330
128,2750,2850,4290,4340
129,2750,2850,4290,4340
130,2750,2860,4290,4340
131,2750,2860,4290,4340
132,2750,2850,4290,4340
133,2750,2850,4290,4340
134,2750,2850,4290,4340
135,2750,2850,4290,4340
136,2750,2850,4290,4340
137,2750,2850,4290,4336
138,2750,2840,4290,4336
139,2750,2840,4290,4336
140,2750,2850,4290,4336
141,2750,2840,4290,4340
142,2760,2850,4290,4340
143,2760,2850,4290,4340
144,2750,2860,4290,4340
145,2750,2860,4290,4340
146,2750,2850,4290,4340
147,2750,2860,4290,4340
148,2750,2860,4290,4340
149,2750,2850,4290,4340
150,2750,2850,4290,4340
151,2750,2860,4290,4340
152,2750,2850,4290,4340
153,2750,2860,4290,4336
154,2750,2860,4290,4336
155,2750,2850,4290,4340
156,2760,2850,4290,4340
157,2750,2850,4290,4340
158,2750,2840,4290,4340
