Number,A0,A1,A2,A3
0,4930,5520,1940,3030
1,4930,5520,1940,3030
2,4930,5520,1940,3030
3,4920,5520,1930,3020
4,4920,5520,1930,3020
5,4930,5510,1930,3020
6,4930,5510,1940,3020
7,4925,5510,1940,3020
8,4925,5500,1940,3050
9,4925,5510,1940,3060
10,4930,5500,1940,3060
11,4930,5510,1940,3060
12,4930,5520,1940,3060
13,4930,5520,1940,3060
14,4930,5510,1930,3050
15,4930,5520,1930,3030
16,4930,5520,1940,3030
17,4930,5520,1940,3050
18,4920,5510,1940,3030
19,4920,5520,1940,3050
20,4920,5520,1940,3050
21,4920,5520,1940,3060
22,4920,5520,1930,3060
23,4920,5520,1930,3050
24,4920,5520,1939,3030
25,4920,5520,1930,3020
26,4920,5520,1940,3020
27,4920,5520,1940,3020
28,4920,5520,1940,3020
29,4920,5520,1940,3020
30,4930,5520,1940,3020
31,4930,5520,1930,3020
32,4930,5510,1940,3030
33,4930,5510,1940,3050
34,4920,5520,1940,3050
35,4920,5510,1940,3030
36,4920,5510,1940,3050
37,4920,5510,1930,3060
38,4920,5510,1940,3030
39,4920,5510,1940,3030
40,4920,5510,1940,3030
41,4920,5510,1940,3050
42,4920,5510,1940,3030
43,4920,5510,1940,3030
44,4925,5510,1940,3020
45,4925,5510,1940,3030
46,4920,5520,1940,3030
47,4920,5510,1940,3020
48,4920,5510,1940,3030
49,4920,5520,1940,3050
50,4925,5510,1940,3050
51,4925,5510,1940,3030
52,4920,5510,1950,3030
53,4930,5510,1940,3020
54,4930,5510,1930,3020
55,4920,5520,1939,3050
56,4920,5510,1939,3050
57,4930,5510,1930,3050
58,4920,5500,1930,3050
59,4920,5520,1930,3060
60,4920,5520,1940,3060
61,4920,5520,1940,3070
62,4920,5520,1930,3060
63,4920,5520,1930,3050
64,4920,5510,1930,3050
65,4920,5510,1930,3050
66,4930,5510,1939,3060
67,4930,5500,1939,3060
68,4930,5500,1940,3050
69,4930,5500,1950,3030
70,4920,5500,1950,3050
71,4920,5510,1930,3050
72,4920,5500,1930,3030
73,4920,5510,1930,3030
74,4930,5510,1940,3050
75,4930,5510,1940,3050
76,4924,5500,1940,3060
77,4924,5500,1940,3060
78,4924,5510,1930,3050
79,4924,5510,1930,3030
80,4924,5500,1930,3030
81,4924,5500,1930,3030
82,4924,5510,1940,3050
83,4924,5510,1940,3050
84,4924,5510,1940,3060
85,4924,5510,1940,3050
86,4924,5500,1940,3030
87,4924,5510,1940,3050
88,4924,5500,1940,3050
89,4930,5500,1950,3060
90,4930,5500,1950,3060
91,4930,5510,1950,3060
92,4930,5520,1940,3060
93,4930,5520,1940,3060
94,4924,5510,1940,3060
95,4924,5500,1950,3060
96,4923,5500,1950,3050
97,4923,5510,1950,3050
98,4923,5520,1950,3060
99,4930,5520,1950,3050
100,4930,5510,1950,3050
101,4930,5510,1950,3060
102,4920,5510,1940,3050
103,4920,5510,1940,3060
104,4920,5510,1950,3060
105,4923,5510,1950,3060
106,4920,5510,1950,3050
107,4930,5500,1950,3030
108,4930,5500,1950,3020
109,4930,5500,1950,3020
110,4930,5500,1950,3030
111,4930,5500,1950,3020
112,4920,5510,1940,3030
113,4920,5510,1940,3030
114,4920,5510,1940,3060
115,4930,5510,1940,3050
116,4930,5510,1950,3050
117,4930,5510,1940,3060
118,4930,5520,1940,3060
119,4930,5510,1940,3060
120,4920,5500,1940,3060
121,4920,5500,1950,3050
122,4920,5500,1950,3030
123,4920,5510,1940,3050
124,4930,5510,1940,3050
125,4920,5510,1930,3060
126,4930,5500,1930,3050
127,4920,5500,1930,3030
128,4920,5510,1940,3050
129,4920,5520,1940,3020
130,4920,5510,1940,3030
131,4920,5510,1950,3050
132,4920,5510,1950,3050
