Number,A0,A1,A2,A3
0,1260,4208,4070,5620
1,1260,4190,4070,5620
2,1260,4200,4070,5620
3,1240,4200,4070,5620
4,1260,4210,4070,5620
5,1240,4200,4070,5620
6,1240,4210,4070,5620
7,1260,4210,4070,5630
8,1240,4220,4070,5630
9,1250,4210,4070,5620
10,1270,4208,4070,5620
11,1280,4208,4070,5620
12,1280,4208,4070,5620
13,1280,4207,4070,5640
14,1250,4220,4070,5626
15,1250,4210,4070,5640
16,1260,4220,4070,5640
17,1270,4220,4070,5630
18,1250,4210,4070,5620
19,1250,4200,4070,5626
20,1250,4210,4070,5620
21,1260,4220,4070,5620
22,1250,4207,4070,5620
23,1250,4220,4070,5620
24,1250,4220,4070,5620
25,1250,4210,4067,5620
26,1260,4200,4070,5630
27,1250,4210,4070,5630
28,1250,4200,4070,5620
29,1260,4210,4070,5620
30,1260,4220,4070,5620
31,1250,4220,4070,5640
32,1250,4220,4070,5630
33,1250,4220,4070,5620
34,1250,4220,4070,5626
35,1250,4210,4070,5626
36,1240,4210,4070,5626
37,1250,4220,4070,5626
38,1250,4210,4070,5630
39,1250,4210,4070,5620
40,1250,4210,4070,5620
41,1260,4210,4070,5620
42,1260,4210,4070,5620
43,1260,4220,4070,5620
44,1250,4207,4070,5630
45,1260,4220,4070,5620
46,1270,4210,4070,5620
47,1270,4210,4070,5630
48,1260,4210,4070,5620
49,1270,4200,4070,5620
50,1250,4220,4070,5620
51,1250,4210,4070,5620
52,1250,4220,4070,5630
53,1250,4220,4070,5630
54,1260,4210,4070,5630
55,1270,4210,4070,5630
56,1280,4210,4070,5620
57,1260,4200,4070,5620
58,1260,4200,4070,5620
59,1270,4200,4070,5630
60,1260,4200,4070,5630
61,1260,4200,4070,5620
62,1260,4190,4070,5630
63,1260,4190,4070,5620
64,1270,4200,4070,5630
65,1260,4210,4070,5630
66,1260,4210,4070,5620
67,1250,4200,4070,5620
68,1250,4200,4070,5630
69,1250,4210,4070,5630
70,1250,4210,4070,5630
71,1240,4210,4070,5630
72,1240,4220,4070,5620
73,1250,4220,4070,5620
74,1250,4210,4070,5620
75,1250,4207,4070,5620
76,1240,4220,4070,5630
77,1240,4220,4070,5630
78,1240,4220,4070,5620
79,1240,4220,4070,5630
80,1240,4210,4070,5630
81,1250,4210,4070,5620
82,1260,4210,4070,5630
83,1260,4207,4070,5630
84,1250,4220,4070,5630
85,1250,4210,4070,5630
86,1250,4210,4070,5630
87,1250,4200,4070,5640
88,1260,4200,4070,5640
89,1250,4200,4070,5630
90,1260,4190,4070,5620
91,1260,4200,4070,5640
92,1270,4210,4070,5626
93,1260,4210,4070,5626
94,1260,4200,4070,5626
95,1250,4210,4070,5626
96,1250,4210,4070,5640
97,1260,4210,4070,5630
98,1250,4200,4070,5640
99,1260,4210,4070,5626
100,1270,4210,4070,5630
101,1270,4210,4070,5640
102,1270,4210,4070,5626
103,1270,4210,4070,5640
104,1270,4220,4070,5630
105,1270,4220,4070,5630
106,1270,4220,4070,5640
107,1260,4220,4070,5640
108,1270,4210,4070,5626
109,1250,4210,4070,5640
110,1240,4220,4070,5640
111,1240,4200,4070,5630
112,1240,4200,4070,5620
113,1250,4190,4070,5626
114,1250,4210,4070,5626
115,1250,4200,4070,5620
116,1260,4200,4070,5620
117,1260,4220,4070,5620
118,1270,4210,4070,5620
119,1270,4210,4070,5620
120,1270,4200,4070,5627
121,1270,4190,4070,5627
122,1270,4207,4060,5627
123,1280,4200,4060,5627
124,1270,4200,4060,5627
125,1270,4210,4060,5627
126,1260,4207,4060,5627
127,1270,4207,4060,5627
128,1270,4220,4060,5620
129,1270,4220,4060,5630
130,1270,4220,4060,5630
131,1260,4210,4060,5620
132,1250,4200,4060,5620
133,1260,4210,4060,5630
134,1260,4210,4060,5630
135,1260,4200,4060,5620
136,1260,4190,4060,5627
137,1270,4200,4070,5627
138,1270,4200,4070,5627
139,1270,4190,4070,5620
140,1270,4200,4070,5630
141,1260,4190,4070,5630
142,1260,4190,4070,5640
143,1260,4200,4070,5630
144,1270,4200,4070,5640
145,1270,4190,4070,5640
146,1260,4190,4070,5640
147,1260,4200,4070,5630
148,1260,4200,4070,5620
149,1270,4190,4070,5630
150,1270,4190,4067,5620
151,1270,4200,4067,5620
152,1260,4200,4067,5620
153,1260,4210,4067,5620
154,1260,4220,4070,5620
155,1270,4210,4070,5620
156,1270,4200,4070,5630
157,1270,4220,4070,5640
158,1260,4207,4070,5640
159,1270,4207,4070,5630
160,1260,4207,4070,5640
161,1260,4220,4070,5640
162,1260,4210,4070,5620
163,1280,4220,4070,5630
164,1270,4220,4070,5640
165,1270,4210,4070,5630
166,1270,4220,4070,5620
167,1270,4210,4070,5620
168,1270,4220,4070,5630
169,1270,4220,4070,5630
170,1270,4220,4070,5630
171,1270,4210,4070,5620
172,1280,4210,4070,5630
173,1280,4210,4060,5627
174,1280,4210,4060,5627
175,1280,4200,4060,5627
176,1280,4200,4060,5627
177,1280,4190,4060,5627
178,1280,4207,4060,5627
179,1280,4190,4060,5630
180,1280,4207,4060,5630
181,1280,4207,4060,5630
182,1280,4200,4060,5620
183,1260,4200,4060,5620
184,1260,4200,4060,5630
185,1260,4190,4060,5630
186,1250,4190,4060,5630
187,1270,4210,4060,5630
188,1260,4220,4060,5630
189,1240,4220,4060,5630
190,1240,4220,4060,5640
191,1240,4207,4060,5640
192,1240,4220,4060,5630
193,1240,4207,4060,5640
194,1240,4207,4060,5630
195,1250,4207,4060,5630
196,1260,4207,4060,5640
197,1260,4207,4060,5640
198,1250,4207,4070,5640
199,1270,4207,4070,5640
200,1260,4220,4070,5640
201,1250,4220,4070,5627
202,1250,4220,4070,5640
203,1240,4210,4070,5630
204,1250,4210,4070,5640
205,1250,4220,4070,5620
206,1260,4220,4070,5620
207,1260,4220,4070,5620
208,1260,4220,4060,5620
209,1270,4210,4060,5640
210,1270,4200,4060,5640
211,1270,4190,4060,5630
212,1270,4210,4060,5630
213,1260,4210,4060,5620
214,1270,4200,4060,5620
215,1280,4200,4060,5620
216,1280,4190,4060,5627
217,1270,4210,4060,5620
218,1260,4200,4060,5620
219,1260,4200,4060,5620
220,1260,4190,4060,5620
221,1270,4207,4060,5620
222,1270,4190,4060,5630
223,1280,4190,4060,5630
224,1280,4190,4060,5640
225,1270,4207,4060,5630
226,1270,4200,4060,5630
227,1250,4190,4060,5627
228,1250,4190,4060,5627
229,1250,4207,4060,5627
230,1250,4190,4060,5640
231,1260,4200,4060,5640
232,1260,4200,4060,5640
233,1260,4200,4060,5630
234,1250,4190,4060,5630
235,1270,4190,4070,5630
236,1270,4190,4070,5630
237,1260,4190,4070,5640
