Number,A0,A1,A2,A3
0,5020,5430,1930,3080
1,5020,5430,1940,3080
2,5020,5430,1940,3080
3,5010,5440,1940,3080
4,5010,5440,1930,3080
5,5010,5440,1940,3080
6,5010,5440,1950,3080
7,5010,5440,1940,3090
8,5020,5440,1940,3090
9,5020,5450,1940,3090
10,5010,5450,1930,3100
11,5020,5450,1930,3090
12,5030,5450,1920,3090
13,5020,5440,1920,3090
14,5010,5440,1920,3090
15,5020,5440,1930,3090
16,5020,5440,1930,3090
17,5020,5440,1930,3100
18,5020,5440,1930,3090
19,5020,5440,1920,3090
20,5020,5440,1920,3090
21,5020,5440,1930,3090
22,5020,5430,1930,3090
23,5020,5430,1930,3080
24,5020,5430,1930,3080
25,5020,5430,1930,3080
26,5030,5430,1940,3080
27,5018,5440,1940,3080
28,5030,5440,1940,3080
29,5020,5440,1930,3080
30,5020,5440,1940,3080
31,5020,5440,1940,3080
32,5020,5440,1940,3080
33,5020,5440,1930,3080
34,5020,5440,1930,3080
35,5020,5440,1935,3090
36,5030,5440,1920,3090
37,5030,5440,1920,3090
38,5020,5440,1920,3080
39,5010,5440,1920,3090
40,5010,5440,1920,3100
41,5010,5440,1940,3100
42,5010,5440,1940,3090
43,5010,5440,1950,3080
44,5010,5440,1950,3080
45,5010,5440,1950,3080
46,5018,5440,1950,3080
47,5018,5440,1940,3080
48,5018,5450,1940,3080
49,5018,5450,1930,3080
50,5018,5450,1930,3080
51,5018,5450,1930,3080
52,5018,5450,1930,3080
53,5010,5450,1940,3080
54,5010,5450,1940,3080
55,5010,5450,1940,3080
56,5020,5440,1940,3080
57,5020,5439,1940,3080
58,5020,5439,1930,3080
59,5020,5439,1930,3080
60,5010,5439,1930,3090
61,5010,5439,1920,3090
62,5020,5450,1930,3090
63,5030,5450,1940,3090
64,5030,5440,1950,3090
65,5020,5440,1950,3090
66,5020,5440,1950,3080
67,5020,5440,1940,3085
68,5020,5440,1930,3080
69,5020,5440,1940,3080
70,5020,5440,1930,3080
71,5030,5440,1930,3080
72,5020,5440,1940,3080
73,5020,5430,1930,3080
74,5020,5440,1940,3080
75,5030,5440,1940,3080
76,5030,5450,1950,3080
77,5020,5450,1940,3090
78,5020,5450,1940,3100
79,5030,5450,1940,3100
80,5030,5450,1940,3100
81,5020,5440,1940,3100
82,5020,5430,1940,3100
83,5010,5430,1950,3090
84,5020,5430,1950,3090
85,5030,5430,1940,3090
86,5020,5430,1930,3090
87,5020,5430,1940,3090
88,5020,5430,1940,3090
89,5020,5430,1935,3090
90,5030,5430,1940,3090
91,5018,5430,1930,3090
92,5030,5430,1940,3090
93,5020,5440,1940,3090
94,5020,5440,1940,3090
95,5020,5440,1940,3090
96,5020,5440,1930,3080
97,5030,5440,1930,3080
98,5030,5430,1920,3090
99,5030,5440,1930,3090
100,5030,5440,1940,3090
101,5030,5440,1940,3080
102,5018,5440,1940,3080
103,5030,5450,1930,3085
104,5020,5450,1920,3080
105,5020,5450,1930,3080
106,5020,5440,1940,3090
107,5020,5440,1940,3090
108,5020,5450,1930,3080
109,5020,5450,1930,3085
110,5030,5450,1930,3085
111,5030,5440,1930,3080
112,5020,5440,1940,3080
113,5030,5440,1940,3080
114,5020,5450,1930,3080
115,5020,5440,1930,3080
116,5020,5430,1940,3080
117,5020,5440,1940,3080
118,5020,5440,1930,3080
119,5020,5440,1930,3080
120,5020,5440,1930,3090
121,5010,5440,1940,3090
122,5020,5440,1940,3090
123,5020,5450,1950,3090
124,5018,5439,1935,3090
125,5018,5450,1935,3080
126,5018,5450,1950,3080
127,5018,5450,1950,3080
128,5018,5450,1950,3080
129,5010,5450,1950,3080
130,5010,5450,1940,3080
131,5010,5450,1940,3085
132,5018,5450,1950,3085
133,5018,5450,1950,3085
134,5010,5440,1950,3085
135,5010,5430,1935,3085
136,5010,5440,1935,3086
137,5010,5440,1950,3086
138,5010,5440,1930,3086
139,5010,5440,1930,3080
140,5020,5440,1920,3080
141,5020,5440,1920,3080
142,5020,5440,1920,3080
143,5020,5440,1930,3080
144,5020,5440,1920,3080
145,5030,5440,1930,3080
146,5020,5440,1940,3090
